Logged in

Found 5277 pages in category

1. [[Abito Shrine]] - HAS template, keeping
901. [[Henakino Shrine]] - HAS template, keeping
902. [[Hetsuhimeno Shrine]] - HAS template, keeping
903. [[Hibara Shrine]] - HAS template, keeping
904. [[Hibayamakume Shrine okumiya]] - HAS template, keeping
905. [[Hibita Shrine]] - HAS template, keeping
906. [[Hibita Shrine (Q11547458)]] - HAS template, keeping
907. [[Hichino Shrine]] - HAS template, keeping
908. [[Hichino Shrine (Ise Province)]] - NO template, DELETING
909. [[Hichino Shrine (Q135039296)]] - HAS template, keeping
910. [[Hichino Shrine (Q135040646)]] - HAS template, keeping
911. [[Hichino shrine Co-Enshrinement]] - HAS template, keeping
912. [[Hida Shrine]] - HAS template, keeping
913. [[Hie and Ōmizubetsu Shrines]] - HAS template, keeping
914. [[Hie Shrine (Q135039877)]] - HAS template, keeping
915. [[Hie Shrine (Q135193786)]] - HAS template, keeping
916. [[Hie Shrine / Ōmizubetsu Shrine]] - HAS template, keeping
917. [[Hie-sha and Kifune-sha]] - HAS template, keeping
918. [[Hieda Shrine]] - HAS template, keeping
919. [[Hieta Shrine]] - HAS template, keeping
920. [[Hietano Shrine]] - HAS template, keeping
921. [[Hietanono Shrine]] - HAS template, keeping
922. [[Hifuchino Shrine]] - HAS template, keeping
923. [[Higanotome Shrine]] - HAS template, keeping
924. [[Higashi Hachiōji Shrine]] - HAS template, keeping
925. [[Higashi Misono Hachiman Shrine]] - HAS template, keeping
926. [[Higashikamo Shrine]] - HAS template, keeping
927. [[Higashikirishima Shrine]] - HAS template, keeping
928. [[Higashiohotanihimenomikoto Shrine]] - HAS template, keeping
929. [[Higashiotani Himemikoto Shrine]] - HAS template, keeping
930. [[Higashiotanihimemikoto Shrine]] - HAS template, keeping
931. [[Hihameno- Shrine]] - HAS template, keeping
932. [[Hihameno- Shrine (Awa Province (Tokushima))]] - NO template, DELETING
933. [[Hihameno- Shrine (Q135270442)]] - HAS template, keeping
934. [[Hiharano Shrine]] - HAS template, keeping
935. [[Hihashiri Shrine]] - HAS template, keeping
936. [[Hihayo Tenjin Shrine]] - HAS template, keeping
937. [[Hihikino Shrine]] - HAS template, keeping
938. [[Hihitano Shrine]] - HAS template, keeping
939. [[Hihitano Shrine (Q135270290)]] - HAS template, keeping
940. [[Hii Shrine]] - HAS template, keeping
941. [[Hiinohayahikono Shrine]] - HAS template, keeping
942. [[Hiji Shrine (Iwanai Village, Taki District)]] - HAS template, keeping
943. [[Hijiri Shrine (Izumi Province)]] - NO template, DELETING
944. [[Hijiri Shrine (Q11611103)]] - HAS template, keeping
945. [[Hikawa Nyotai Shrine]] - HAS template, keeping
946. [[Hikawa Shrine]] - HAS template, keeping
947. [[Hikawa Shrine (Echizen Province)]] - NO template, DELETING
948. [[Hikawa Shrine (Q135069537)]] - HAS template, keeping
949. [[Hikawa Shrine (Q135194744)]] - HAS template, keeping
950. [[Hikawami Shrine]] - HAS template, keeping
951. [[Hikida Shrine]] - HAS template, keeping
952. [[Hikimiya Shrine]] - HAS template, keeping
953. [[Hikino Shrine]] - HAS template, keeping
954. [[Hikitachikarano- Shrine]] - HAS template, keeping
955. [[Hikitachikarano- Shrine (Izu Province)]] - NO template, DELETING
956. [[Hikitachikarano- Shrine (Q135270421)]] - HAS template, keeping
957. [[Hikitaheno Shrine]] - HAS template, keeping
958. [[Hikitano Shrine]] - HAS template, keeping
959. [[Hikitari Shrine]] - HAS template, keeping
960. [[Hikitarino Shrine]] - HAS template, keeping
961. [[Hikite Chikara no Mikoto Shrine]] - HAS template, keeping
962. [[Hikiterikio Shrine]] - HAS template, keeping
963. [[Hikona Shrine (Shinmei Shrine Keidai-sha)]] - HAS template, keeping
964. [[Hikonano Shrine]] - HAS template, keeping
965. [[Hikone Shrine]] - HAS template, keeping
966. [[Hikosasukino Shrine]] - HAS template, keeping
967. [[Hikosawakeno Shrine]] - HAS template, keeping
968. [[Hikowakamikono Shrine]] - HAS template, keeping
969. [[Hikowakamikono Shrine (Q135270317)]] - HAS template, keeping
970. [[Himatsurino Shrine]] - HAS template, keeping
971. [[Hime Shrine (Nanto City)]] - HAS template, keeping
972. [[Hime- Shrine]] - HAS template, keeping
973. [[Himechino Shrine]] - HAS template, keeping
974. [[Himefuno Shrine]] - HAS template, keeping
975. [[Himefuno Shrine (Q135040594)]] - HAS template, keeping
976. [[Himefuno Shrine (Q135040601)]] - HAS template, keeping
977. [[Himefuno Shrine (Q135040651)]] - HAS template, keeping
978. [[Himekami Shrine]] - HAS template, keeping
979. [[Himekamino Shrine]] - HAS template, keeping
980. [[Himekosono Shrine]] - HAS template, keeping
981. [[Himekosono Shrine (Q135270123)]] - HAS template, keeping
982. [[Himekuhano Shrine]] - HAS template, keeping
983. [[Himemiya Shrine]] - HAS template, keeping
984. [[Himemiya Shrine Co-Enshrinement]] - HAS template, keeping
985. [[Himenuno Shrine]] - HAS template, keeping
986. [[Himesaka Kanachiana Shrine]] - HAS template, keeping
987. [[Himesaka Shrine]] - HAS template, keeping
988. [[Himesakano Shrine]] - HAS template, keeping
989. [[Himetano Shrine]] - HAS template, keeping
990. [[Himetsukino Shrine]] - HAS template, keeping
991. [[Himukahino Shrine]] - HAS template, keeping
992. [[Himukai Shrine]] - HAS template, keeping
993. [[Hinaga Shrine]] - HAS template, keeping
994. [[Hinaga Shrine (Q135190199)]] - HAS template, keeping
995. [[Hinakano Shrine]] - HAS template, keeping
996. [[Hinamajihimemikoto Shrine]] - HAS template, keeping
997. [[Hinamori Shrine]] - HAS template, keeping
998. [[Hinamori Shrine (Q135193937)]] - HAS template, keeping
999. [[Hinamorino Shrine]] - HAS template, keeping
1000. [[Hinano Shrine]] - HAS template, keeping
1001. [[Hinatano Shrine]] - HAS template, keeping
1002. [[Hinateno Shrine]] - HAS template, keeping
1003. [[Hine Shrine]] - HAS template, keeping
1004. [[Hino Shrine]] - HAS template, keeping
1005. [[Hino Shrine (Echizen Province)]] - NO template, DELETING
1006. [[Hino Shrine (Q135194531)]] - HAS template, keeping
1007. [[Hinode Shrine]] - HAS template, keeping
1008. [[Hinode Shrine (Hatayama, Tantō Town)]] - HAS template, keeping
1009. [[Hinode Shrine (Minamio, Tantō Town)]] - HAS template, keeping
1010. [[Hinode Shrine (Tajima Province)]] - HAS template, keeping
1011. [[Hinokuma Hime Shrine]] - HAS template, keeping
1012. [[Hinomisaki Shrine]] - HAS template, keeping
1013. [[Hinomisaki Shrine (branch shrine outside the precincts of Hongū Shrine)]] - HAS template, keeping
1014. [[Hinomisaki Shrine (branch shrine outside the precincts of Hongū Shrine) (Q135195747)]] - HAS template, keeping
1015. [[Hinono Shrine]] - HAS template, keeping
1016. [[Hioikehime Shrine]] - HAS template, keeping
1017. [[Hioka Shrine]] - HAS template, keeping
1018. [[Hioki Shrine]] - HAS template, keeping
1019. [[Hioki Shrine (Etchū Province)]] - HAS template, keeping
1020. [[Hioki Shrine (Higashichikuma District)]] - HAS template, keeping
1021. [[Hioki Shrine (Nagano City)]] - HAS template, keeping
1022. [[Hioki Shrine (Nagoya)]] - HAS template, keeping
1023. [[Hioki Shrine (Niikawa district)]] - HAS template, keeping
1024. [[Hioki Shrine (Q11510250)]] - HAS template, keeping
1025. [[Hioki Shrine (Sarashina district)]] - HAS template, keeping
1026. [[Hioki Shrine (Shinano Province)]] - HAS template, keeping
1027. [[Hiokino Shrine]] - HAS template, keeping
1028. [[Hiokino Shrine (Etchū Province)]] - NO template, DELETING
1029. [[Hiokino Shrine (Q135039920)]] - HAS template, keeping
1030. [[Hiokino Shrine (Q135040077)]] - HAS template, keeping
1031. [[Hiokino Shrine (Q135040268)]] - HAS template, keeping
1032. [[Hiokino Shrine (Q135040655)]] - HAS template, keeping
1033. [[Hiokino Shrine (Q135195018)]] - HAS template, keeping
1034. [[Hiokino Shrine (Q135195019)]] - HAS template, keeping
1035. [[Hiranai Shrine]] - HAS template, keeping
1036. [[Hirano Shrine (Q135193654)]] - HAS template, keeping
1037. [[Hirano Shrine (Q135195333)]] - HAS template, keeping
1038. [[Hiraoka Shrine]] - HAS template, keeping
1039. [[Hirawiteno Shrine]] - HAS template, keeping
1040. [[Hirawoka Shrine]] - HAS template, keeping
1041. [[Hirawoka Shrine former site]] - HAS template, keeping
1042. [[Hiritano Shrine]] - HAS template, keeping
1043. [[Hirohata Hachimangū]] - HAS template, keeping
1044. [[Hirohata Shrine]] - HAS template, keeping
1045. [[Hirosahano Shrine]] - HAS template, keeping
1046. [[Hirose Shrine]] - HAS template, keeping
1047. [[Hirose Shrine (Izunokuni)]] - HAS template, keeping
1048. [[Hirose Shrine (Q11485625)]] - HAS template, keeping
1049. [[Hiroseno Shrine]] - HAS template, keeping
1050. [[Hiroseno Shrine (Izu Province)]] - NO template, DELETING
1051. [[Hiroseno Shrine (Q135270419)]] - HAS template, keeping
1052. [[Hirota Shrine]] - HAS template, keeping
1053. [[Hiruko Shrine (Q106852693)]] - HAS template, keeping
1054. [[Hiruko Shrine (Q135195317)]] - HAS template, keeping
1055. [[Hisai Shrine]] - HAS template, keeping
1056. [[Hisakino- Shrine]] - HAS template, keeping
1057. [[Hisamamechi Shrine]] - HAS template, keeping
1058. [[Hisamamechi Shrine (Ise Province)]] - HAS template, keeping
1059. [[Hisarida Shrine]] - HAS template, keeping
1060. [[Hisashiinatakihime Shrine]] - HAS template, keeping
1061. [[Hisashiinatakihime Shrine (Noto Province)]] - HAS template, keeping
1062. [[Hisatsuchino Shrine]] - HAS template, keeping
1063. [[Hisatsuchino Shrine (Ise Province)]] - NO template, DELETING
1064. [[Hisatsuchino Shrine (Q135039352)]] - HAS template, keeping
1065. [[Hisazuchi Shrine]] - HAS template, keeping
1066. [[Hisazuchi Sugawara Shrine]] - HAS template, keeping
1067. [[Hishikino Shrine]] - HAS template, keeping
1068. [[Hishirono Shrine]] - HAS template, keeping
1069. [[Hisono Shrine]] - HAS template, keeping
1070. [[Hitakamino Shrine]] - HAS template, keeping
1071. [[Hitano Shrine]] - HAS template, keeping
1072. [[Hitano Shrine (Q135039516)]] - HAS template, keeping
1073. [[Hiteno Shrine]] - HAS template, keeping
1074. [[Hitowoseno Shrine]] - HAS template, keeping
1075. [[Hitsuji Shrine (Nagoya)]] - HAS template, keeping
1076. [[HItsujisaki Shrine]] - HAS template, keeping
1077. [[Hitsujisaki Shrine]] - HAS template, keeping
1078. [[Hitsukurano Shrine]] - HAS template, keeping
1079. [[Hitsusa Shrine]] - HAS template, keeping
1080. [[Hitsushino Shrine]] - HAS template, keeping
1081. [[Hitsushino Shrine (Q135270149)]] - HAS template, keeping
1082. [[Hitsushisakino Shrine]] - HAS template, keeping
1083. [[Hiyakurakuno Shrine]] - HAS template, keeping
1084. [[Hiyakurakuno Shrine (Iwami Province)]] - NO template, DELETING
1085. [[Hiyakurakuno Shrine (Q135270437)]] - HAS template, keeping
1086. [[Hiyausuno Shrine]] - HAS template, keeping
1087. [[Hiyoshi Shrine]] - HAS template, keeping
1088. [[Hiyoshi Shrine (Echigo Province)]] - NO template, DELETING
1089. [[Hiyoshi Shrine (Q135040087)]] - HAS template, keeping
1090. [[Hiyoshi Shrine (Q135069253)]] - HAS template, keeping
1091. [[Hiyoshi Shrine (Q135069666)]] - HAS template, keeping
1092. [[Hiyoshi Shrine (Q135193659)]] - HAS template, keeping
1093. [[Hiyoshi Shrine (Q135193733)]] - HAS template, keeping
1094. [[Hiyoshi Shrine (Q135193779)]] - HAS template, keeping
1095. [[Hiyoshi Shrine (Q135194819)]] - HAS template, keeping
1096. [[Hiyoshi Shrine (Q135194886)]] - HAS template, keeping
1097. [[Hiyoshi Taisha]] - HAS template, keeping
1098. [[Hobata Shrine]] - HAS template, keeping
1099. [[Hokensuwajuugotokoro Shrine]] - HAS template, keeping
1100. [[Hokki Shrine]] - HAS template, keeping
1101. [[Hokotsuki Shrine]] - HAS template, keeping
1102. [[Hokotsukino Shrine]] - HAS template, keeping
1103. [[Hokotsukino Shrine (Q135270289)]] - HAS template, keeping
1104. [[Hokura Shrine]] - HAS template, keeping
1105. [[Hokurano Shrine]] - HAS template, keeping
1106. [[Homi Shrine]] - HAS template, keeping
1107. [[Homi Shrine (Asahimachi, Nirasaki)]] - HAS template, keeping
1108. [[Homino Shrine]] - HAS template, keeping
1109. [[Homino Shrine (Q135270285)]] - HAS template, keeping
1110. [[Homusuhino- Shrine]] - HAS template, keeping
1111. [[Honamano Shrine]] - HAS template, keeping
1112. [[Hongu Shrine Yohaisho of Kasuga-taisha]] - HAS template, keeping
1113. [[Honoikatsuchino Shrine]] - HAS template, keeping
1114. [[Honoikatsuchino Shrine (Q135021838)]] - HAS template, keeping
1115. [[Honoikatsuchino Shrine (Q135038966)]] - HAS template, keeping
1116. [[Honokano Shrine]] - HAS template, keeping
1117. [[Horisakano Shrine Co-Enshrinement]] - HAS template, keeping
1118. [[Horiyaku Rokusho Shrine (Yoritomiya, sessha)]] - HAS template, keeping
1119. [[Horowasan Haushiwake Shrine]] - HAS template, keeping
1120. [[Hoshi Shrine]] - HAS template, keeping
1121. [[Hoshikahano Shrine]] - HAS template, keeping
1122. [[Hoshinomiya-sha Shrine]] - HAS template, keeping
1123. [[Hosoe Shrine]] - HAS template, keeping
1124. [[Hosoe Shrine (Q135190243)]] - HAS template, keeping
1125. [[Hosokawa Shrine]] - HAS template, keeping
1126. [[Hosorokino Shrine]] - HAS template, keeping
1127. [[Hosorokino Shrine (Echizen Province)]] - NO template, DELETING
1128. [[Hosorokino Shrine (Q135270265)]] - HAS template, keeping
1129. [[Hosoyano Shrine]] - HAS template, keeping
1130. [[Hotaka Shrine]] - HAS template, keeping
1131. [[Hotsu Village Enshrinement Theory]] - HAS template, keeping
1132. [[Hotsuda Village Enshrinement Theory]] - HAS template, keeping
1133. [[Hotsumino Shrine]] - HAS template, keeping
1134. [[Hotsumino Shrine former site]] - HAS template, keeping
1135. [[Hotsusakeno- Shrine]] - HAS template, keeping
1136. [[Hotsusakeno- Shrine (Izu Province)]] - NO template, DELETING
1137. [[Hotsusakeno- Shrine (Q135270276)]] - HAS template, keeping
1138. [[Housono Shrine]] - HAS template, keeping
1139. [[Hoyamano Shrine]] - HAS template, keeping
1140. [[Hozumi Shrine (Ise Province)]] - NO template, DELETING
1141. [[Hozumi Shrine (Q135186767)]] - HAS template, keeping
1142. [[Hozumi Shrine (Q135186774)]] - HAS template, keeping
1143. [[Hyojo Shrine]] - HAS template, keeping
1144. [[Hyōsu Shrine]] - HAS template, keeping
1145. [[Hyōzu Shrine]] - HAS template, keeping
1146. [[Hyōzu Shrine (Iki Island)]] - NO template, DELETING
1147. [[Hyōzu Shrine (Q135039565)]] - HAS template, keeping
1148. [[Hyōzu Shrine (Q135039843)]] - HAS template, keeping
1149. [[Hyōzu Shrine (Q135040618)]] - HAS template, keeping
1150. [[Hyōzu Shrine (Q135040685)]] - HAS template, keeping
1151. [[Hyōzu Shrine (Q135040688)]] - HAS template, keeping
1152. [[Hyōzu Shrine (Q135070046)]] - HAS template, keeping
1153. [[Hyōzu Shrine (Q135070359)]] - HAS template, keeping
1154. [[Hyōzu Shrine (Q135195319)]] - HAS template, keeping
1155. [[Hyōzu Shrine (Q135195508)]] - HAS template, keeping
1156. [[Hyōzu Shrine (Q135215048)]] - HAS template, keeping
1157. [[Hyōzu Shrine (Q135270268)]] - HAS template, keeping
1158. [[Ibaraki Shrine]] - HAS template, keeping
1159. [[Ibe Iwakura Shrine]] - HAS template, keeping
1160. [[Ibuki Shrine]] - HAS template, keeping
1161. [[Ibuki Shrine (Q135070042)]] - HAS template, keeping
1162. [[Ibuki Shrine (Q135195307)]] - HAS template, keeping
1163. [[Ibuki Shrine (Q135195308)]] - HAS template, keeping
1164. [[Ichi Shrine]] - HAS template, keeping
1165. [[Ichiahano Shrine]] - HAS template, keeping
1166. [[Ichifurino Shrine]] - HAS template, keeping
1167. [[Ichifuseno Shrine]] - HAS template, keeping
1168. [[Ichihara Kitadai-hiko Shrine]] - HAS template, keeping
1169. [[Ichihara Kitadai-hiko Shrine (Q135194922)]] - HAS template, keeping
1170. [[Ichihara Shrine]] - HAS template, keeping
1171. [[Ichihara Shrine (Q135193753)]] - HAS template, keeping
1172. [[Ichiharano Shrine]] - HAS template, keeping
1173. [[Ichiharano Shrine (Q135039878)]] - HAS template, keeping
1174. [[Ichihisakino Shrine]] - HAS template, keeping
1175. [[Ichiimotono Shrine]] - HAS template, keeping
1176. [[Ichikahano Shrine]] - HAS template, keeping
1177. [[Ichino Shrine]] - HAS template, keeping
1178. [[Ichinomiya Asama Shrine (Fuefuki)]] - HAS template, keeping
1179. [[Ichinomiya Sengen Shrine]] - HAS template, keeping
1180. [[Ichinomiya Shrine (Tokushima)]] - HAS template, keeping
1181. [[Ichisuka Shrine]] - HAS template, keeping
1182. [[Ida Shrine]] - HAS template, keeping
1183. [[Idate Shrine]] - HAS template, keeping
1184. [[Ide Shrine]] - HAS template, keeping
1185. [[Ide Shrine (Q135187179)]] - HAS template, keeping
1186. [[Ide Shrine (Q135190089)]] - HAS template, keeping
1187. [[Ieshima Shrine]] - HAS template, keeping
1188. [[Ifukiikatsuchi- Shrine]] - HAS template, keeping
1189. [[Ifukino Shrine]] - HAS template, keeping
1190. [[Ifukino Shrine (Q135039792)]] - HAS template, keeping
1191. [[Ifukino Shrine (Q135039820)]] - HAS template, keeping
1192. [[Ifukino Shrine (Q135040596)]] - HAS template, keeping
1193. [[Ifukube Shrine]] - HAS template, keeping
1194. [[Ifukube Shrine (Q135195378)]] - HAS template, keeping
1195. [[Ifuno Shrine]] - HAS template, keeping
1196. [[Ifuribe Shrine]] - HAS template, keeping
1197. [[Igami Shrine]] - HAS template, keeping
1198. [[Igarashi Shrine]] - HAS template, keeping
1199. [[Igarashi Shrine (Echigo Province)]] - NO template, DELETING
1200. [[Igasa Shrine]] - HAS template, keeping
1201. [[Igatomega Shrine]] - HAS template, keeping
1202. [[Ihabie Shrine (Takatsuki Town)]] - HAS template, keeping
1203. [[Ihafuneno Shrine]] - HAS template, keeping
1204. [[Ihahashino Shrine]] - HAS template, keeping
1205. [[Ihahino Shrine]] - HAS template, keeping
1206. [[Ihaino Shrine]] - HAS template, keeping
1207. [[Ihakami- Shrine]] - HAS template, keeping
1208. [[Ihakamiichino Shrine]] - HAS template, keeping
1209. [[Ihakura- Shrine]] - HAS template, keeping
1210. [[Ihakura- Shrine (Q135040060)]] - HAS template, keeping
1211. [[Ihakurahimeno Shrine]] - HAS template, keeping
1212. [[Ihakurano Shrine]] - HAS template, keeping
1213. [[Ihakurano Shrine (Q11586510)]] - HAS template, keeping
1214. [[Ihakurawakeno- Shrine]] - HAS template, keeping
1215. [[Ihano Shrine]] - HAS template, keeping
1216. [[Ihano Shrine (Co-Enshrinement)]] - HAS template, keeping
1217. [[Ihano Shrine (Q135040032)]] - HAS template, keeping
1218. [[Ihano Shrine (Q135041022)]] - HAS template, keeping
1219. [[Ihanohimeno- Shrine]] - HAS template, keeping
1220. [[Ihare- Shrine]] - HAS template, keeping
1221. [[Ihare- Shrine (Izu Province)]] - NO template, DELETING
1222. [[Ihare- Shrine (Q135270275)]] - HAS template, keeping
1223. [[Ihareyamakuchino Shrine]] - HAS template, keeping
1224. [[Iharino Shrine]] - HAS template, keeping
1225. [[Iharino Shrine (Hitachi Province)]] - NO template, DELETING
1226. [[Iharino Shrine (Q135270294)]] - HAS template, keeping
1227. [[Ihasakano Shrine]] - HAS template, keeping
1228. [[Ihasakino Shrine]] - HAS template, keeping
1229. [[Ihasehikono Shrine]] - HAS template, keeping
1230. [[Ihatakino Shrine]] - HAS template, keeping
1231. [[Ihatano Shrine]] - HAS template, keeping
1232. [[Ihatano Shrine (Echizen Province)]] - NO template, DELETING
1233. [[Ihatano Shrine (Ise Province)]] - NO template, DELETING
1234. [[Ihatano Shrine (Q135038797)]] - HAS template, keeping
1235. [[Ihatano Shrine (Q135038975)]] - HAS template, keeping
1236. [[Ihatano Shrine (Q135039132)]] - HAS template, keeping
1237. [[Ihatano Shrine (Q135039295)]] - HAS template, keeping
1238. [[Ihatano Shrine (Q135040251)]] - HAS template, keeping
1239. [[Ihatano Shrine (Q135270104)]] - HAS template, keeping
1240. [[Ihatano Shrine former site]] - HAS template, keeping
1241. [[Ihatatamino Shrine]] - HAS template, keeping
1242. [[Ihatatewono Shrine]] - HAS template, keeping
1243. [[Ihatewakeno- Shrine]] - HAS template, keeping
1244. [[Ihatewakeno- Shrine (Izu Province)]] - NO template, DELETING
1245. [[Ihatewakeno- Shrine (Q135270278)]] - HAS template, keeping
1246. [[Ihatewino Shrine]] - HAS template, keeping
1247. [[Ihatokono Shrine]] - HAS template, keeping
1248. [[Ihatono Shrine]] - HAS template, keeping
1249. [[Ihatowakeno Shrine]] - HAS template, keeping
1250. [[Ihatsuchi Shrine]] - HAS template, keeping
1251. [[Ihatsumino Shrine]] - HAS template, keeping
1252. [[Ihatsutano- Shrine]] - HAS template, keeping
1253. [[Ihatsutano- Shrine (Izumi Province)]] - NO template, DELETING
1254. [[Ihatsutano- Shrine (Q135270122)]] - HAS template, keeping
1255. [[Ihawino Shrine]] - HAS template, keeping
1256. [[Ihayano Shrine]] - HAS template, keeping
1257. [[Ihefuseno Shrine]] - HAS template, keeping
1258. [[Iheshimano Shrine]] - HAS template, keeping
1259. [[Ihetsuno Shrine]] - HAS template, keeping
1260. [[Ihimichi Shrine]] - HAS template, keeping
1261. [[Ihimichino Shrine]] - HAS template, keeping
1262. [[Ihimochino Shrine]] - HAS template, keeping
1263. [[Ihinono Shrine]] - HAS template, keeping
1264. [[Ihinoyama Shrine (Miyashita‑kita)]] - HAS template, keeping
1265. [[Ihinoyama Shrine (Sotoyoshino Tobara)]] - HAS template, keeping
1266. [[Ihinoyamano Shrine]] - HAS template, keeping
1267. [[Ihishi Shrine]] - HAS template, keeping
1268. [[Ihita Shrine]] - HAS template, keeping
1269. [[Ihitoyo- Shrine]] - HAS template, keeping
1270. [[Ihitoyohimeno Shrine]] - HAS template, keeping
1271. [[Ihitoyono Shrine]] - HAS template, keeping
1272. [[Ihitsusawano Shrine]] - HAS template, keeping
1273. [[Ihono Shrine]] - HAS template, keeping
1274. [[Ihotachino Shrine]] - HAS template, keeping
1275. [[Ii Shrine (Q11666643)]] - HAS template, keeping
1276. [[Iibo Nimasu Amaterasu Shrine]] - HAS template, keeping
1277. [[Iida Inari Shrine]] - HAS template, keeping
1278. [[Iida Inari Shrine (Q135192619)]] - HAS template, keeping
1279. [[Iide Waki Shrine]] - HAS template, keeping
1280. [[Iidewaki Shrine]] - HAS template, keeping
1281. [[Iino Shrine]] - HAS template, keeping
1282. [[Iino Shrine (Ise Province)]] - NO template, DELETING
1283. [[Iino Shrine (Q135186724)]] - HAS template, keeping
1284. [[Iinotakamiya-kouyama Shrine]] - HAS template, keeping
1285. [[Iizuna Shrine]] - HAS template, keeping
1286. [[Iizuna Shrine (Q17238950)]] - HAS template, keeping
1287. [[Ijinno Shrine]] - HAS template, keeping
1288. [[Ika Shrine]] - HAS template, keeping
1289. [[Ikachi Hachimanguu]] - HAS template, keeping
1290. [[Ikagashi Shrine]] - HAS template, keeping
1291. [[Ikagashi Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1292. [[Ikagosakano Shrine]] - HAS template, keeping
1293. [[Ikagu Shrine]] - HAS template, keeping
1294. [[Ikagusaka Shrine (Furuhashi, Kinomoto Town)]] - HAS template, keeping
1295. [[Ikagusaka Shrine (Kitafusetoyama, Kinomoto Town)]] - HAS template, keeping
1296. [[Ikagusaka Shrine (Takatsuki Town)]] - HAS template, keeping
1297. [[Ikaho Shrine]] - HAS template, keeping
1298. [[Ikahono Shrine]] - HAS template, keeping
1299. [[Ikahono Shrine (Q135270416)]] - HAS template, keeping
1300. [[Ikakaharano Shrine]] - HAS template, keeping
1301. [[Ikama Shrine]] - HAS template, keeping
1302. [[Ikamashi Shrine]] - HAS template, keeping
1303. [[Ikamu Shrine]] - HAS template, keeping
1304. [[Ikamuhimeno- Shrine]] - HAS template, keeping
1305. [[Ikanashi Shrine]] - HAS template, keeping
1306. [[Ikarashi Shrine]] - HAS template, keeping
1307. [[Ikarashi Shrine (Echigo Province)]] - NO template, DELETING
1308. [[Ikarashino Shrine]] - HAS template, keeping
1309. [[Ikaruga Shrine]] - HAS template, keeping
1310. [[Ikarukano Shrine]] - HAS template, keeping
1311. [[Ikatakeno Shrine]] - HAS template, keeping
1312. [[Ikatsuchino- Shrine]] - HAS template, keeping
1313. [[Ikatsuchi‑no‑Mikoto Shrine]] - HAS template, keeping
1314. [[Ikawadani Sōja]] - HAS template, keeping
1315. [[Ikazuchi Shrine]] - HAS template, keeping
1316. [[Ikazuchi Shrine (Echizen Province 2)]] - NO template, DELETING
1317. [[Ikazuchi Shrine (Echizen Province 3)]] - NO template, DELETING
1318. [[Ikazuchi Shrine (Echizen Province)]] - NO template, DELETING
1319. [[Ikazuchi Shrine (Ise Province)]] - NO template, DELETING
1320. [[Ikazuchi Shrine (Q135069913)]] - HAS template, keeping
1321. [[Ikazuchi Shrine (Q135186163)]] - HAS template, keeping
1322. [[Ikazuchi Shrine (Q135194588)]] - HAS template, keeping
1323. [[Ikazuchi Shrine (Q135199864)]] - HAS template, keeping
1324. [[Ikeda Shrine]] - HAS template, keeping
1325. [[Ikeda Shrine (Q134926975)]] - HAS template, keeping
1326. [[Ikenimasu-asagirikihatahime Shrine]] - HAS template, keeping
1327. [[Ikeno Shrine]] - HAS template, keeping
1328. [[Iketano Shrine]] - HAS template, keeping
1329. [[Iketano Shrine (Q135270127)]] - HAS template, keeping
1330. [[Iki Shrine]] - HAS template, keeping
1331. [[Iki Shrine (Echizen Province)]] - NO template, DELETING
1332. [[Iki Shrine (Q135069792)]] - HAS template, keeping
1333. [[Iki Shrine (Q135069795)]] - HAS template, keeping
1334. [[Iki Shrine (Q135194750)]] - HAS template, keeping
1335. [[Ikino Shrine]] - HAS template, keeping
1336. [[Ikisa Shrine]] - HAS template, keeping
1337. [[Ikisa Shrine (Q135070073)]] - HAS template, keeping
1338. [[Ikishiro Shrine]] - HAS template, keeping
1339. [[Iko-no-hayamitama Hime-no Shrine]] - HAS template, keeping
1340. [[Ikohaya Waki no Mikoto Shrine (Ōmiya-machi, Ishinomaki City)]] - HAS template, keeping
1341. [[Ikohaya Wakimikoto Shrine]] - HAS template, keeping
1342. [[Ikohayawake-no-Mikoto Shrine]] - HAS template, keeping
1343. [[Ikoma Shrine]] - HAS template, keeping
1344. [[Ikomayamaguchi Shrine]] - HAS template, keeping
1345. [[Ikonahime no Mikoto Shrine]] - HAS template, keeping
1346. [[Ikota Shrine]] - HAS template, keeping
1347. [[Ikuhano Shrine]] - HAS template, keeping
1348. [[Ikuhime Shrine]] - HAS template, keeping
1349. [[Ikuhimeno Shrine]] - HAS template, keeping
1350. [[Ikuikatsuchi- Shrine]] - HAS template, keeping
1351. [[Ikukunino Shrine]] - HAS template, keeping
1352. [[Ikumano Shrine]] - HAS template, keeping
1353. [[Ikune Shrine]] - HAS template, keeping
1354. [[Ikunono Shrine]] - HAS template, keeping
1355. [[Ikureno Shrine]] - HAS template, keeping
1356. [[Ikushima no Mikannaki-no-matsuru-kami Shrine]] - HAS template, keeping
1357. [[Ikuta Myojin Shrine]] - HAS template, keeping
1358. [[Ikuta Shrine]] - HAS template, keeping
1359. [[Ikuta Shrine (Q135187148)]] - HAS template, keeping
1360. [[Ikuta Shrine (Q135187152)]] - HAS template, keeping
1361. [[Ikutano Shrine]] - HAS template, keeping
1362. [[Ikutono Shrine]] - HAS template, keeping
1363. [[Ikuwauheno Shrine]] - HAS template, keeping
1364. [[Ima Shrine]] - HAS template, keeping
