Logged in

Found 4833 pages in category

1. [[Abito Shrine]] - HAS template, keeping
1334. [[Ishii Shrine (Q135069999)]] - HAS template, keeping
1335. [[Ishii Shrine (Santō district)]] - HAS template, keeping
1336. [[Ishikamino Shrine]] - HAS template, keeping
1337. [[Ishimaki Shrine]] - HAS template, keeping
1338. [[Ishimiya Shrine]] - HAS template, keeping
1339. [[Ishino Shrine]] - HAS template, keeping
1340. [[Ishino Shrine (Q135039433)]] - HAS template, keeping
1341. [[Ishino shrine Co-enshrinement]] - HAS template, keeping
1342. [[Ishise-hiko Shrine]] - HAS template, keeping
1343. [[Ishisunyamaguchi Shrine]] - HAS template, keeping
1344. [[Ishitateo Shrine (Isobe, Minami-ku, Sagamihara)]] - HAS template, keeping
1345. [[Ishitateo Shrine (Nagura Gongen)]] - HAS template, keeping
1346. [[Ishitateo Shrine (Sanogawa)]] - HAS template, keeping
1347. [[Ishitokutaka Shrine (Mamezuka Shrine)]] - HAS template, keeping
1348. [[Ishitsukuri Shrine]] - HAS template, keeping
1349. [[Ishitsukurino Shrine]] - HAS template, keeping
1350. [[Ishitsukurino Shrine (Q135038739)]] - HAS template, keeping
1351. [[Ishitsukurino Shrine (Q135039498)]] - HAS template, keeping
1352. [[Ishitsukurino Shrine (Q135039545)]] - HAS template, keeping
1353. [[Ishitsukurino Shrine (Q135098983)]] - HAS template, keeping
1354. [[Ishiura Shrine]] - HAS template, keeping
1355. [[Ishiura Shrine (Q135194813)]] - HAS template, keeping
1356. [[Ishiwino Shrine]] - HAS template, keeping
1357. [[Ishizu Shrine]] - HAS template, keeping
1358. [[Ishizukuri Shrine]] - HAS template, keeping
1359. [[Ishizukuri Shrine (Q11676453)]] - HAS template, keeping
1360. [[Ishizukuri Shrine (Q135187144)]] - HAS template, keeping
1361. [[Ishizumi Shrine]] - HAS template, keeping
1362. [[Iso Shrine]] - HAS template, keeping
1363. [[Isobe inamura Shrine]] - HAS template, keeping
1364. [[Isobe Shrine (Gamo)]] - HAS template, keeping
1365. [[Isobe Shrine (Miwakare Park)]] - HAS template, keeping
1366. [[Isobe Shrine (Omihachiman)]] - HAS template, keeping
1367. [[Isofuno Shrine]] - HAS template, keeping
1368. [[Isoheno Shrine]] - HAS template, keeping
1369. [[Isoheno Shrine (Q135039404)]] - HAS template, keeping
1370. [[Isoheno Shrine (Q135039803)]] - HAS template, keeping
1371. [[Isoheno Shrine (Q135039812)]] - HAS template, keeping
1372. [[Isoheno Shrine (Q135040373)]] - HAS template, keeping
1373. [[Isoheno Shrine (Q135041174)]] - HAS template, keeping
1374. [[Isokimi Shrine]] - HAS template, keeping
1375. [[Isonokami Co-enshrinement]] - HAS template, keeping
1376. [[Isonokami Jingū]] - HAS template, keeping
1377. [[Isonokamifutsumitama Shrine]] - HAS template, keeping
1378. [[Isonokamino Shrine]] - HAS template, keeping
1379. [[Isonono Shrine]] - HAS template, keeping
1380. [[Isononosakino Shrine]] - HAS template, keeping
1381. [[Isousatsu Shrine]] - HAS template, keeping
1382. [[Isozaki Shrine]] - HAS template, keeping
1383. [[Ita Shrine]] - HAS template, keeping
1384. [[Itahato Shrine]] - HAS template, keeping
1385. [[Itakeru Shrine]] - HAS template, keeping
1386. [[Itaki Shrine]] - HAS template, keeping
1387. [[Itakino Shrine]] - HAS template, keeping
1388. [[Itakino Shrine (Q135270432)]] - HAS template, keeping
1389. [[Itaretsu Shrine]] - HAS template, keeping
1390. [[Itaretsuhachiman Shrine]] - HAS template, keeping
1391. [[Itata Shrine (Otagi district)]] - HAS template, keeping
1392. [[Itata Shrine former site]] - HAS template, keeping
1393. [[Itatano Shrine]] - HAS template, keeping
1394. [[Itate Shrine]] - HAS template, keeping
1395. [[Itateno Shrine]] - HAS template, keeping
1396. [[Itatsura Hachiman Shrine]] - HAS template, keeping
1397. [[Itatsura Inari Shrine]] - HAS template, keeping
1398. [[Itatsurano Shrine]] - HAS template, keeping
1399. [[Itawi Shrine]] - HAS template, keeping
1400. [[Itosakino Shrine]] - HAS template, keeping
1401. [[Itowino Shrine]] - HAS template, keeping
1402. [[Itsukino Shrine]] - HAS template, keeping
1403. [[Itsukushima Shrine (Q135068808)]] - HAS template, keeping
1404. [[Itsumino Shrine]] - HAS template, keeping
1405. [[Itsumono Shrine]] - HAS template, keeping
1406. [[Itsumono Shrine (Q135039927)]] - HAS template, keeping
1407. [[Itsumono Shrine (Q135040491)]] - HAS template, keeping
1408. [[Itsumono Shrine (Q135041258)]] - HAS template, keeping
1409. [[Itsumono- Shrine]] - HAS template, keeping
1410. [[Itsumonoihahino Shrine]] - HAS template, keeping
1411. [[Itsumotakewono Shrine]] - HAS template, keeping
1412. [[Itsunahimeno Shrine]] - HAS template, keeping
1413. [[Itsushimino Shrine]] - HAS template, keeping
1414. [[Itsushinokanoisoheno Shrine]] - HAS template, keeping
1415. [[Itsutano Shrine]] - HAS template, keeping
1416. [[Iwafune Shrine]] - HAS template, keeping
1417. [[Iwafune Shrine, Konan]] - HAS template, keeping
1418. [[Iwahashi Shrine]] - HAS template, keeping
1419. [[Iwai Onsen]] - HAS template, keeping
1420. [[Iwai Shrine]] - HAS template, keeping
1421. [[Iwai Shrine (Q135179342)]] - HAS template, keeping
1422. [[Iwai Shrine (Q135194258)]] - HAS template, keeping
1423. [[Iwai Shrine (Q85882705)]] - HAS template, keeping
1424. [[Iwaida Shrine]] - HAS template, keeping
1425. [[Iwaida Shrine (Q135070174)]] - HAS template, keeping
1426. [[Iwakami Shrine]] - HAS template, keeping
1427. [[Iwakami Yamasumi Shrine]] - HAS template, keeping
1428. [[Iwakami Yamazumi Shrine]] - HAS template, keeping
1429. [[Iwaki Shrine]] - HAS template, keeping
1430. [[Iwakumahachimanguu]] - HAS template, keeping
1431. [[Iwakura Shrine]] - HAS template, keeping
1432. [[Iwakura Shrine (within Sasoza Shrine precinct)]] - HAS template, keeping
1433. [[Iwano Shrine]] - HAS template, keeping
1434. [[Iwashitsuno Shrine]] - HAS template, keeping
1435. [[Iwashizu Shrine]] - HAS template, keeping
1436. [[Iwashizu Shrine (Q11379248)]] - HAS template, keeping
1437. [[Iwata Shrine]] - HAS template, keeping
1438. [[Iwatani‑mon Shrine]] - HAS template, keeping
1439. [[Iwato Shrine]] - HAS template, keeping
1440. [[Iwato Wake Shrine]] - HAS template, keeping
1441. [[Iwatoochiba Shrine]] - HAS template, keeping
1442. [[Iwatowakeyakurahimeno Shrine]] - HAS template, keeping
1443. [[Iwatowakeyakurahimeno Shrine (Q135270443)]] - HAS template, keeping
1444. [[Iwatsuhime Shrine]] - HAS template, keeping
1445. [[Iwatsuhimeno Shrine]] - HAS template, keeping
1446. [[Iwatsutsukowake Shrine]] - HAS template, keeping
1447. [[Iwaya Shrine]] - HAS template, keeping
1448. [[Iwoumino Shrine]] - HAS template, keeping
1449. [[Iya Shrine]] - HAS template, keeping
1450. [[Iyahikono Shrine]] - HAS template, keeping
1451. [[Iyahimeno Shrine]] - HAS template, keeping
1452. [[Iyakaki Shrine]] - HAS template, keeping
1453. [[Iyamano Shrine]] - HAS template, keeping
1454. [[Iyano Shrine]] - HAS template, keeping
1455. [[Iyasumi Shrine]] - HAS template, keeping
1456. [[Iyatono Shrine]] - HAS template, keeping
1457. [[Iyono Shrine]] - HAS template, keeping
1458. [[Iyotsubikoinochi Shrine]] - HAS template, keeping
1459. [[Iyotsuhikono- Shrine]] - HAS template, keeping
1460. [[Iyu Shrine]] - HAS template, keeping
1461. [[Iyu Shrine (Q135195324)]] - HAS template, keeping
1462. [[Iyuno Shrine]] - HAS template, keeping
1463. [[Izanagi Shrine]] - HAS template, keeping
1464. [[Izanagi Shrine (Kanmaki)]] - HAS template, keeping
1465. [[Izanagi Shrine (Q10884977)]] - HAS template, keeping
1466. [[Izanagi Shrine (Q11379322)]] - HAS template, keeping
1467. [[Izanagi Shrine (Q11379324)]] - HAS template, keeping
1468. [[Izanagi Shrine (Q135194488)]] - HAS template, keeping
1469. [[Izanagi Shrine (Saidera)]] - HAS template, keeping
1470. [[Izanagi Shrine (Yamada Higashi)]] - HAS template, keeping
1471. [[Izanagi-no-Miya]] - HAS template, keeping
1472. [[Izanami Shrine]] - HAS template, keeping
1473. [[Izanami Shrine (Q135070084)]] - HAS template, keeping
1474. [[Izanami Shrine (Q135070087)]] - HAS template, keeping
1475. [[Izanami Shrine, Mima]] - HAS template, keeping
1476. [[Izanami-no-Miya]] - HAS template, keeping
1477. [[Izu Shrine (Q135194348)]] - HAS template, keeping
1478. [[Izuhara Hachimangū Shrine]] - HAS template, keeping
1479. [[Izumi Shrine (Q11395685)]] - HAS template, keeping
1480. [[Izumi Shrine (Q11554897)]] - HAS template, keeping
1481. [[Izumianashi Shrine]] - HAS template, keeping
1482. [[Izumo Inoe-no-Shrine]] - HAS template, keeping
1483. [[Izumo Jisai Shrine]] - HAS template, keeping
1484. [[Izumo Jisai Shrine Keidaisha Tenjinsha]] - HAS template, keeping
1485. [[Izumo Shrine]] - HAS template, keeping
1486. [[Izumo-no-winoheno Shrine]] - HAS template, keeping
1487. [[Izumoiwai Shrine, Moroyama]] - HAS template, keeping
1488. [[Izumonoinamihi Shrine]] - HAS template, keeping
1489. [[Izumotakano Shrine (Otagi district)]] - HAS template, keeping
1490. [[Izumotakanono Shrine]] - HAS template, keeping
1491. [[Izumowokano Shrine]] - HAS template, keeping
1492. [[Izumo‑no‑Ihahi Shrine (Itai, Kumagaya City)]] - HAS template, keeping
1493. [[Izumo‑no‑Ihahi Shrine (Yorii Town, Ōsato District)]] - HAS template, keeping
1494. [[Izusahime Shrine]] - HAS template, keeping
1495. [[Izusan Shrine (protector of the eight provinces)]] - HAS template, keeping
1496. [[Jiko Shrine]] - HAS template, keeping
1497. [[Jogu Shrine]] - HAS template, keeping
1498. [[Jouguuko Shrine]] - HAS template, keeping
1499. [[Jufu Shrine]] - HAS template, keeping
1500. [[Junisho Shrine]] - HAS template, keeping
1501. [[Jurokuhashira Shrine]] - HAS template, keeping
1502. [[Juuni Shrine]] - HAS template, keeping
1503. [[Juurokuhashira Shrine]] - HAS template, keeping
1504. [[Juzo Shrine]] - HAS template, keeping
1505. [[Jūzō Shrine]] - HAS template, keeping
1506. [[Kaasaryou Shrine]] - HAS template, keeping
1507. [[Kaba Hachiman Shrine]] - HAS template, keeping
1508. [[Kaba Shinmeigu Shrine]] - HAS template, keeping
1509. [[Kabatakamo Shrine]] - HAS template, keeping
1510. [[Kachihino Shrine]] - HAS template, keeping
1511. [[Kachihinotakamori Shrine]] - HAS template, keeping
1512. [[Kachimino Shrine]] - HAS template, keeping
1513. [[Kaden Shrine]] - HAS template, keeping
1514. [[Kadoeno Shrine]] - HAS template, keeping
1515. [[Kaehime Shrine]] - HAS template, keeping
1516. [[Kaehimeno Shrine]] - HAS template, keeping
1517. [[Kafu Shrine]] - HAS template, keeping
1518. [[Kafu Shrine (Q135186750)]] - HAS template, keeping
1519. [[Kafu Shrine (Q135186752)]] - HAS template, keeping
1520. [[Kafuno Shrine]] - HAS template, keeping
1521. [[Kafutohikono Shrine]] - HAS template, keeping
1522. [[Kagami-tsukuri-ita Shrine]] - HAS template, keeping
1523. [[Kagamitsukuri Ita Shrine]] - HAS template, keeping
1524. [[Kagamitsukuri Nimasu Amateru Mitama Shrine]] - HAS template, keeping
1525. [[Kagamitsukurimake Shrine]] - HAS template, keeping
1526. [[Kagi-no-miya (Kumano Hayatama Shrine)]] - HAS template, keeping
1527. [[Kagoshima Shrine]] - NO template, DELETING
1528. [[Kagoyamano Shrine]] - HAS template, keeping
1529. [[Kaguraokahachimanguu]] - HAS template, keeping
1530. [[Kaguraokahachimanguu (Q135070150)]] - HAS template, keeping
1531. [[Kagutsuchino Shrine]] - HAS template, keeping
1532. [[Kahaahino Shrine]] - HAS template, keeping
1533. [[Kahaahino Shrine (Q135039330)]] - HAS template, keeping
1534. [[Kahachitatanuhino Shrine]] - HAS template, keeping
1535. [[Kahaheno Shrine]] - HAS template, keeping
1536. [[Kahahino Shrine]] - HAS template, keeping
1537. [[Kahakamikashihono Shrine]] - HAS template, keeping
1538. [[Kahakamino Shrine]] - HAS template, keeping
1539. [[Kahakamino Shrine (Q135040923)]] - HAS template, keeping
1540. [[Kahakareno Shrine]] - HAS template, keeping
1541. [[Kahakareno Shrine (Q135270298)]] - HAS template, keeping
1542. [[Kahaketano Shrine]] - HAS template, keeping
1543. [[Kahamatano Shrine]] - HAS template, keeping
1544. [[Kahamatano Shrine (Q135039133)]] - HAS template, keeping
1545. [[Kahamatano Shrine (Q135039358)]] - HAS template, keeping
1546. [[Kahano Shrine]] - HAS template, keeping
1547. [[Kaharano Shrine]] - HAS template, keeping
1548. [[Kaharano Shrine (Q135270314)]] - HAS template, keeping
1549. [[Kaharano- Shrine]] - HAS template, keeping
1550. [[Kaharano- Shrine (Q135270137)]] - HAS template, keeping
1551. [[Kahashimano Shrine]] - HAS template, keeping
1552. [[Kahashimano Shrine (Q135039530)]] - HAS template, keeping
1553. [[Kahashukuneno Shrine (Agatsuma District)]] - HAS template, keeping
1554. [[Kahashukuneno Shrine (Gyokoda, Shibukawa City)]] - HAS template, keeping
1555. [[Kahasukuneno Shrine]] - HAS template, keeping
1556. [[Kahata Kamo Shrine]] - HAS template, keeping
1557. [[Kahatano Shrine]] - HAS template, keeping
1558. [[Kahawano Shrine]] - HAS template, keeping
1559. [[Kahawinotsuki Shrine]] - HAS template, keeping
1560. [[Kahinano Shrine]] - HAS template, keeping
1561. [[Kahiruno Shrine]] - HAS template, keeping
1562. [[Kahiruno Shrine (Q135040128)]] - HAS template, keeping
1563. [[Kahirutanokuchino Shrine]] - HAS template, keeping
1564. [[Kahisaya Shrine]] - HAS template, keeping
1565. [[Kai Shrine]] - HAS template, keeping
1566. [[Kaina Shrine (Q135193243)]] - HAS template, keeping
1567. [[Kaina Shrine (Q135193244)]] - HAS template, keeping
1568. [[Kaka Shrine]] - HAS template, keeping
1569. [[Kakamitsukuriitano Shrine]] - HAS template, keeping
1570. [[Kakitano Shrine]] - HAS template, keeping
1571. [[Kakitano Shrine (Q135041179)]] - HAS template, keeping
1572. [[Kakumino Shrine]] - HAS template, keeping
1573. [[Kakumiya Shrine]] - HAS template, keeping
1574. [[Kakuruno Shrine]] - HAS template, keeping
1575. [[Kakuyano Shrine]] - HAS template, keeping
1576. [[Kama Shrine]] - HAS template, keeping
1577. [[Kamado Shrine]] - HAS template, keeping
1578. [[Kamaharano Shrine]] - HAS template, keeping
1579. [[Kamarano Shrine]] - HAS template, keeping
1580. [[Kamazoku‑Miden Shrine]] - HAS template, keeping
1581. [[Kambara Shrine]] - HAS template, keeping
1582. [[Kamejima Shrine (reference)]] - HAS template, keeping
1583. [[Kameyama Shrine (Q135069232)]] - HAS template, keeping
1584. [[Kami-Kamikawa Sumiyoshi Shrine]] - HAS template, keeping
1585. [[Kamichikama Shrine]] - HAS template, keeping
1586. [[Kamigaki Shrine]] - HAS template, keeping
1587. [[Kamiichinomiya Ōawa Shrine]] - HAS template, keeping
1588. [[Kamiishino Shrine]] - HAS template, keeping
1589. [[Kamikoso Shrine]] - HAS template, keeping
1590. [[Kamimakita Mukuge Shrine]] - HAS template, keeping
1591. [[Kamimateinochi Shrine]] - HAS template, keeping
1592. [[Kamimura Shrine (former site)]] - HAS template, keeping
1593. [[Kaminari Mihashira Shrine]] - HAS template, keeping
1594. [[Kamineno Shrine]] - HAS template, keeping
1595. [[Kaminifukahano Shrine]] - HAS template, keeping
1596. [[Kamino Shrine (current site)]] - HAS template, keeping
1597. [[Kamino- Shrine]] - HAS template, keeping
1598. [[Kamisawa Shrine]] - HAS template, keeping
1599. [[Kamishima Shrine]] - HAS template, keeping
1600. [[Kamishimano Shrine]] - HAS template, keeping
1601. [[Kamishiro Shrine]] - HAS template, keeping
1602. [[Kamisugi Izumuhime Shrine]] - HAS template, keeping
1603. [[Kamisumuji Shrine]] - HAS template, keeping
1604. [[Kamitakatsuki Shrine]] - HAS template, keeping
1605. [[Kamitsuma Shrine]] - HAS template, keeping
1606. [[Kamiyama Shrine]] - HAS template, keeping
1607. [[Kamo Shrine]] - HAS template, keeping
1608. [[Kamo Shrine (Ise)]] - HAS template, keeping
1609. [[Kamo Shrine (Q106301088)]] - HAS template, keeping
1610. [[Kamo Shrine (Q11398661)]] - HAS template, keeping
1611. [[Kamo Shrine (Q11634949)]] - HAS template, keeping
1612. [[Kamo Shrine (Q11634952)]] - HAS template, keeping
1613. [[Kamo Shrine (Q11675602)]] - HAS template, keeping
1614. [[Kamo Shrine (Q11675604)]] - HAS template, keeping
1615. [[Kamo Shrine (Q135040291)]] - HAS template, keeping
1616. [[Kamo Shrine (Q135041288)]] - HAS template, keeping
1617. [[Kamo Shrine (Q135069914)]] - HAS template, keeping
1618. [[Kamo Shrine (Q135070168)]] - HAS template, keeping
1619. [[Kamo Shrine (Q135070224)]] - HAS template, keeping
1620. [[Kamo Shrine (Q135070332)]] - HAS template, keeping
1621. [[Kamo Shrine (Q135194592)]] - HAS template, keeping
1622. [[Kamo Shrine (Q135194975)]] - HAS template, keeping
1623. [[Kamo Shrine (Q135195211)]] - HAS template, keeping
1624. [[Kamo Shrine (Q54153261)]] - HAS template, keeping
1625. [[Kamo Shrine (Sakaide)]] - HAS template, keeping
1626. [[Kamo Shrine Remains]] - HAS template, keeping
1627. [[Kamo Yamaguchi (Sawada) Shrine]] - HAS template, keeping
1628. [[Kamo Yamaguchi Shrine]] - HAS template, keeping
1629. [[Kamogami Shrine]] - HAS template, keeping
1630. [[Kamogami Shrine (Q135070276)]] - HAS template, keeping
1631. [[Kamohara Shrine]] - HAS template, keeping
1632. [[Kamonahino Shrine]] - HAS template, keeping
1633. [[Kamonaraita Shrine]] - HAS template, keeping
1634. [[Kamono Shrine]] - HAS template, keeping
1635. [[Kamono Shrine (Q135039432)]] - HAS template, keeping
1636. [[Kamono Shrine (Q135039440)]] - HAS template, keeping
1637. [[Kamono Shrine (Q135039667)]] - HAS template, keeping
1638. [[Kamono Shrine (Q135041197)]] - HAS template, keeping
1639. [[Kamono Shrine (Q135041213)]] - HAS template, keeping
1640. [[Kamono Shrine (Q135041214)]] - HAS template, keeping
1641. [[Kamono Shrine (Q135041305)]] - HAS template, keeping
1642. [[Kamonohanino Shrine]] - HAS template, keeping
1643. [[Kamonokahāhini Shrine]] - HAS template, keeping
1644. [[Kamonookaminomikokaminushitama Shrine]] - HAS template, keeping
1645. [[Kamori Shrine]] - HAS template, keeping
1646. [[Kamotakatano Shrine]] - HAS template, keeping
1647. [[Kamowokamotono Shrine]] - HAS template, keeping
1648. [[Kamoyamaguchino Shrine]] - HAS template, keeping
1649. [[Kamubeno Shrine]] - HAS template, keeping
1650. [[Kamuhano Shrine]] - HAS template, keeping
1651. [[Kamuharano- Shrine]] - HAS template, keeping
1652. [[Kamuhatano Shrine]] - HAS template, keeping
1653. [[Kamuheno Shrine]] - HAS template, keeping
1654. [[Kamuheno Shrine (Q135039697)]] - HAS template, keeping
1655. [[Kamuheno Shrine (Q135098975)]] - HAS template, keeping
1656. [[Kamukahano Shrine]] - HAS template, keeping
1657. [[Kamukakino Shrine]] - HAS template, keeping
1658. [[Kamumeitsukino- Shrine]] - HAS template, keeping
1659. [[Kamunahino Shrine]] - HAS template, keeping
1660. [[Kamuno Shrine]] - HAS template, keeping
1661. [[Kamuno Shrine former site]] - HAS template, keeping
1662. [[Kamunono Shrine]] - HAS template, keeping
1663. [[Kamunono Shrine (Q135040493)]] - HAS template, keeping
1664. [[Kamuohonamochimikono Shrine]] - HAS template, keeping
1665. [[Kamurono Shrine]] - HAS template, keeping
1666. [[Kamusakino Shrine]] - HAS template, keeping
1667. [[Kamusakino Shrine (Q135039267)]] - HAS template, keeping
1668. [[Kamusakino Shrine (Q135039396)]] - HAS template, keeping
1669. [[Kamusakino Shrine (Q135041384)]] - HAS template, keeping
1670. [[Kamusakino Shrine (Q135270136)]] - HAS template, keeping
1671. [[Kamusohino Shrine]] - HAS template, keeping
1672. [[Kamusukinoitsumuhimeno Shrine]] - HAS template, keeping
1673. [[Kamutano Shrine]] - HAS template, keeping
1674. [[Kamutano Shrine (Q135040286)]] - HAS template, keeping
1675. [[Kamutano Shrine (Q135040507)]] - HAS template, keeping
1676. [[Kamutano Shrine (Q135270353)]] - HAS template, keeping
1677. [[Kamutono Shrine]] - HAS template, keeping
1678. [[Kamutono Shrine (Q135040663)]] - HAS template, keeping
1679. [[Kamutsuchikamano Shrine]] - HAS template, keeping
1680. [[Kan-no-Me Shrine]] - HAS template, keeping
1681. [[Kana Zakura Shrine]] - HAS template, keeping
1682. [[Kanamurano Shrine]] - HAS template, keeping
1683. [[Kanasakura Shrine]] - HAS template, keeping
1684. [[Kanasakura Shrine (Q135193246)]] - HAS template, keeping
1685. [[Kanasakurano Shrine]] - HAS template, keeping
1686. [[Kanasukino Shrine]] - HAS template, keeping
1687. [[Kanayama-hiko Shrine]] - HAS template, keeping
1688. [[Kanayamahikono Shrine]] - HAS template, keeping
1689. [[Kanayamahimeno Shrine]] - HAS template, keeping
1690. [[Kanayamano Shrine]] - HAS template, keeping
1691. [[Kanazakura Shrine (Kai Province)]] - HAS template, keeping
1692. [[Kanazakura Shrine (Q135069485)]] - HAS template, keeping
1693. [[Kanazakura Shrine (Q135193249)]] - HAS template, keeping
1694. [[Kanazakura Shrine (Yamanashi district)]] - HAS template, keeping
1695. [[Kanbara Shrine (Q63148107)]] - HAS template, keeping
1696. [[Kanbe Shrine]] - HAS template, keeping
1697. [[Kanbe Shrine (Q135193242)]] - HAS template, keeping
1698. [[Kanda Shrine (Hakusan City)]] - HAS template, keeping
1699. [[Kanda Shrine (Kanazawa City)]] - HAS template, keeping
1700. [[Kanda Shrine (Oaza Fumon)]] - HAS template, keeping
1701. [[Kanda Shrine (Q11590647)]] - HAS template, keeping
1702. [[Kanda Shrine (Q135194816)]] - HAS template, keeping
1703. [[Kandani Shrine]] - HAS template, keeping
1704. [[Kandate Iino Takaichi Shrine]] - HAS template, keeping
1705. [[Kandate Iino Takaichi Shrine Co-Enshrinement]] - HAS template, keeping
1706. [[Kandate Shrine]] - HAS template, keeping
1707. [[Kando Shrine]] - HAS template, keeping
1708. [[Kaneno Shrine]] - HAS template, keeping
1709. [[Kaneno Shrine (Q135270307)]] - HAS template, keeping
1710. [[Kangi-in]] - HAS template, keeping
1711. [[Kanhatorihatadono Shrine]] - HAS template, keeping
1712. [[Kanira Shrine]] - HAS template, keeping
1713. [[Kanisanakino Shrine]] - HAS template, keeping
1714. [[Kanko Shrine]] - HAS template, keeping
1715. [[Kankosahino Shrine]] - HAS template, keeping
1716. [[Kanmine Shrine (Haramachi Ward)]] - HAS template, keeping
1717. [[Kanmusuhitamano- Shrine]] - HAS template, keeping
1718. [[Kannabi Shrine (Fuchu city, Hiroshima)]] - HAS template, keeping
1719. [[Kannahino Shrine]] - HAS template, keeping
1720. [[Kanno Shrine]] - HAS template, keeping
1721. [[Kanno Shrine (Q135070328)]] - HAS template, keeping
1722. [[Kanno Shrine (Q135198162)]] - HAS template, keeping
1723. [[Kanno Shrine (Q135198163)]] - HAS template, keeping
1724. [[Kansaki Shrine]] - HAS template, keeping
1725. [[Kansha Shrine]] - HAS template, keeping
1726. [[Kanshiro Shrine]] - HAS template, keeping
1727. [[Kanshirono Shrine]] - HAS template, keeping
1728. [[Kantamaihotoshino Shrine]] - HAS template, keeping
1729. [[Kantamainochinushino Shrine]] - HAS template, keeping
1730. [[Kantamaitsunohimeno Shrine]] - HAS template, keeping
1731. [[Kantamakotsunotama Shrine]] - HAS template, keeping
1732. [[Kantamamikono Shrine]] - HAS template, keeping
1733. [[Kantamano Shrine]] - HAS template, keeping
1734. [[Kantano Shrine]] - HAS template, keeping
1735. [[Kantano Shrine (Q135039789)]] - HAS template, keeping
1736. [[Kanwokano Shrine]] - HAS template, keeping
1737. [[Kara Shrine]] - HAS template, keeping
1738. [[Karahino Shrine]] - HAS template, keeping
1739. [[Karai Shrine]] - HAS template, keeping
1740. [[Karakamano Shrine]] - HAS template, keeping
1741. [[Karakawa Shrine]] - HAS template, keeping
1742. [[Karakuni Shrine (Q135040666)]] - HAS template, keeping
1743. [[Karakuniitatematsuruno Shrine]] - HAS template, keeping
1744. [[Karakuniitateno Shrine]] - HAS template, keeping
1745. [[Karakuniitateno Shrine (Q135040908)]] - HAS template, keeping
1746. [[Karakuniitateno Shrine (Q135040960)]] - HAS template, keeping
1747. [[Karakuniitateno Shrine (Q135041044)]] - HAS template, keeping
1748. [[Karakunino- Shrine]] - HAS template, keeping
1749. [[Karakuri Shrine]] - HAS template, keeping
1750. [[Karakuri Shrine (Q135070106)]] - HAS template, keeping
1751. [[Karasaki Shrine (Q135193743)]] - HAS template, keeping
1752. [[Karasu Shrine]] - HAS template, keeping
1753. [[Karatachi Shrine]] - HAS template, keeping
1754. [[Karinono Shrine]] - HAS template, keeping
1755. [[Karita Shrine]] - HAS template, keeping
1756. [[Karitahikono Shrine]] - HAS template, keeping
1757. [[Karitahimeno Shrine]] - HAS template, keeping
1758. [[Karitamineno Shrine]] - HAS template, keeping
1759. [[Karonono Shrine]] - HAS template, keeping
1760. [[Karukomuranimasu Shrine]] - HAS template, keeping
1761. [[Karuno Shrine]] - HAS template, keeping
1762. [[Karuno Shrine (Iwakura)]] - HAS template, keeping
1763. [[Karuno Shrine (Kano)]] - HAS template, keeping
1764. [[Karuno Shrine (Q135193619)]] - HAS template, keeping
1765. [[Karuno Shrine (Q135193620)]] - HAS template, keeping
1766. [[Kasaharano Shrine]] - HAS template, keeping
1767. [[Kasahayano Shrine]] - HAS template, keeping
1768. [[Kasamano Shrine]] - HAS template, keeping
1769. [[Kasamano Shrine (Q135040284)]] - HAS template, keeping
1770. [[Kasami Shrine]] - HAS template, keeping
1771. [[Kasano Shrine]] - HAS template, keeping
1772. [[Kasano Shrine (Kaga Province)]] - HAS template, keeping
1773. [[Kasano Shrine (Q135069927)]] - HAS template, keeping
1774. [[Kasano Shrine (Q135069931)]] - HAS template, keeping
1775. [[Kasano Shrine (Q135194830)]] - HAS template, keeping
1776. [[Kasano Shrine (Q135194831)]] - HAS template, keeping
1777. [[Kasanono Shrine]] - HAS template, keeping
1778. [[Kasayano Shrine]] - HAS template, keeping
1779. [[Kasechino Shrine]] - HAS template, keeping
1780. [[Kashihahimeno Shrine]] - HAS template, keeping
1781. [[Kashihara- Shrine]] - HAS template, keeping
1782. [[Kashikuri Shrine]] - HAS template, keeping
1783. [[Kashima Amatarashi Wake Shrine]] - HAS template, keeping
1784. [[Kashima Amatarashiwake Shrine]] - HAS template, keeping
1785. [[Kashima Miko Shrine (Q11677124)]] - HAS template, keeping
1786. [[Kashima Onata Shrine]] - HAS template, keeping
1787. [[Kashima Onata Shrine (Q135194329)]] - HAS template, keeping
1788. [[Kashima Shrine]] - HAS template, keeping
1789. [[Kashima Shrine (Kunimi, Date District)]] - HAS template, keeping
1790. [[Kashima Shrine (Oda, Fukushima City)]] - HAS template, keeping
1791. [[Kashima Shrine (Okajima, Fukushima City)]] - HAS template, keeping
1792. [[Kashima Shrine (Q135039996)]] - HAS template, keeping
1793. [[Kashima Shrine (Q135040000)]] - HAS template, keeping
1794. [[Kashima Shrine (Q135069030)]] - HAS template, keeping
1795. [[Kashima Shrine (Q135069590)]] - HAS template, keeping
1796. [[Kashima Shrine (Q135069647)]] - HAS template, keeping
1797. [[Kashima Shrine (Q135069663)]] - HAS template, keeping
1798. [[Kashima Shrine (Q135069862)]] - HAS template, keeping
1799. [[Kashima Shrine (Q135193647)]] - HAS template, keeping
1800. [[Kashima Shrine (Q135193655)]] - HAS template, keeping
1801. [[Kashima Shrine (Toriyano, Fukushima City)]] - HAS template, keeping
