QID,Page
Q106509721,Ayazuka Kofun
Q11674156,Ayukai Hachimangu
Q135186611,Ayuta Shrine
Q135039339,Ayutano Shrine
Q11556984,Azai Shrine (Ichinomiya)
Q135186477,Azaka Shrine
Q131342165,Azayama Shrine
Q17191453,Azuma Kofun
Q11416639,Azuma Shrine
Q119929631,Azuma Shrine (Gotemba)
Q11416641,Azuma Shrine (Kisarazu City)
Q131275531,Azuma Shrine (Nakanojo)
Q11416640,Azuma Shrine (Ninomiya Town)
Q134926948,Azuma Shrine (Yokohama)
Q11528414,Azuma-asobi
Q135069467,Azumaya-gū
Q11526673,Azumayanuma Shrine
Q55407357,Azumi no Muraji Hamako
Q3377806,Azumi people
Q11657682,Azura Shrine
Q11657681,Azusami Tenjinsha
Q134926700,Azusawake-no-Mikoto Shrine
Q11244191,Baekje Annals
Q61750527,Baikihira Kofun
Q11658220,Baizuka
Q804527,Baktiu
Q11570540,Bakuya Kofun
Q11327952,Banana-type myth
Q1369219,Banchō Sarayashiki
Q135069885,Bandai Shrine
Q11498705,Banshū Autumn Matsuri
Q65274142,Banzan Kofun
Q11610202,Baronial Houses
Q28608903,Basho-zuka Kofun
Q11428085,Bashoukeoisei
Q810587,Bastet Festival
Q353544,Stephen Batchelor (author)
Q2869238,Bath Additive
Q11388992,Bath tax
Q11396681,Bekkyū Ōyamazumi Shrine
Q1054292,Bengala
Q18339240,Benkei festival
Q11486937,Benkei-ga-ana Kofun
Q11486910,Bentenjima (Nemuro)
Q17216710,Bentenyama Kofun
Q818468,Benzaiten
Q11486977,Benzaiten (Shiroi)
Q11486979,Benzaiten Shrine
Q11396697,Beppu Hatto Onsen Festival
Q22120261,Bessho Chausuyama Kofun
Q11396755,Bettō-ji
Q11567142,Bicarbonate springs
Q17224170,Bikuniyama Yokoanabo Cluster
Q11387373,Bingo Gokoku Shrine
Q11387368,Bingo no Kuni Fudoki
Q135197992,Bingokunininomiya Chihayahiko Shrine
Q117086855,Bipedal ring pattern
Q135070080,Bishu Shrine
Q11608173,Bitchū-no-kuni Sōjagū
Q17230002,Biwazuka Kofun
Q135070297,Biyatsukan Shrine
Q11387347,Bizen Kurazuka Kofun
Q11387324,Bizen-no-Kuni Sōjagū
Q11547236,Bobata Onsen
Q55464290,Boden Kofun Group
Q11338602,Bokeyama Kofun
Q997784,Book of the Day
Q136721327,Book of the Night
Q19839924,Bovidae in Chinese mythology
Q17221566,Box-type Sarcophagus
Q897331,Brahmi (disambiguation)
Q47140,Brahmin
Q11428612,Brine spring
Q38272,British Isles
Q550068,Buddhist ethics
Q2927809,Buke
Q11633698,Bungo no Kuni Fudoki
Q195793,Bunrei
Q111436290,Buppōshōryū-ji
Q11393760,Bureau of Pharmacy
Q108816985,Bureau of Religions
Q11590918,Bureau of Shinto Affairs
Q11590701,Bureau of Shrines
Q11588366,Bureau of Shrines and Temples
Q11435602,Burning of the Character Big
Q109369265,Butai No. 1 Kofun
Q11377550,Butsumoin
Q24863487,Butsuzōzui
Q61094,Byōdō-in
Q11483472,Byōdō-ji (Sakurai)
Q2416043,Bīja
Q130529515,Bōseikyō
Q11406280,Bōsō Fudoki Hill
Q11658425,Candidate Imperial Mausoleum
Q11371830,Carbon Dioxide Springs
Q108522399,Carbonated Springs
Q1401414,Celebration in the House of Eternity
Q111467505,Celestial maiden
Q10883145,Central officials
Q18337447,Ceramic Coffins
Q11570998,Ceremonial vessel stands or jars
Q3046709,Chalybeate springs
Q11591102,Changes to deities in the Meiji period
Q103903111,Chasuriyama Kofun
Q1068237,Chatiu demons
Q1068317,Chau (Decan)
Q18337325,Chausubaru Kofun Cluster
Q11618014,Chausuyama Kofun
Q18337326,Chausuyama Kofun (Mibu)
Q11618016,Chausuyama Kofun (Osaka)
Q27926911,Chausuyama Kofun (Ōtsu)
Q17503100,Chausuzuka Kofun
Q11618007,Chausuzuka Kofun (Kashiwara)
Q18337324,Chausuzuka Kofun (Yame)
Q1070112,Chentet-cheret
Q1070111,Chentet-heret
Q1070217,Cheret-waret
Q972923,Cheri-cheped-Kenmut
Q1070224,Cheri-cheped-seret
Q17221527,Chest-shaped Sarcophagus
Q2975237,Chiba clan
Q11406714,Chiba Gokoku Shrine
Q11406700,Chiba Shrine
Q11405752,Chibatake Kofun
Q11317998,Chibusan-Obusan Kofun
Q2963366,Chichibu Shrine
Q11596149,Chichibu Shrine Otaue Matsuri
Q135039470,Chichihayano Shrine
Q11498167,Chief Cleric of the Imperial Household
Q98526762,Chigata Shrine
Q135193363,"Chigata Shrine (Tanaka, Kawamoto Village, Ōsato District)"
Q135038809,Chigi Shrine
Q30940647,Chigo
Q11398889,Chigo Dance
Q11636372,Chigo Dance of Etchū
Q11596297,Chigo-mai
Q11584648,Chigyō
Q135040127,Chihamura- Shrine
Q109369031,Chihara Ōbaka Kofun
Q83886404,Karakawa Shrine
Q135041252,Chihayahikono Shrine
Q135041253,Chihayahimeno Shrine
Q135041072,Chiino Shrine
Q59282642,Chikagata Shrine
Q54153265,Chikata Shrine (Kanda)
Q11405390,Chikatsu Shrine (Kuki Honcho)
Q11405387,"Chikatsu Shrine (Kuki, Kamihayami)"
Q11405388,"Chikatsu Shrine (Kuki, Yoshiba)"
Q65284063,Chikatsu Shrine (Ono)
Q124482366,Chikatsu Shrine (Sugito)
Q134928443,Chikatsu Shrine (Tsukuba)
Q11405386,Chikatsu Shrines
Q11638542,Chikatsu-O Shrine
Q11639127,Chikatsuyu Ōji Shrine
Q38276367,Chikatō-no-Kami
Q11599480,Chikuami
Q11602813,Chikugo River Fireworks Festival
Q11602932,Chikushi Shrine
Q135040787,Chikuya Shrine
Q108571667,Chikuzen no Kuni Zoku Fudoki
Q11638545,Chikōzu Kashima Shrine
Q11514781,Chimyō Gongen
Q11370578,Chin'ooka Kofun
Q135070221,Chinamiyoruhiko Shrine
Q135070222,Chinamiyoruhiko Shrine (Bingo Province)
Q1073969,Chinese Cultural Renaissance
Q11581058,Chinese Imperial Rituals
Q121461624,Ching Nan Shrine
Q11651158,Chinju no Mori
Q38276245,Chinjufu Hachimangū
Q97479976,Chinjugami
Q11651157,Chinkoku-ji
Q11651192,Chinkon-sai
Q135040051,Chinoka Shrine
Q135039481,Chinono Shrine
Q135040516,Chinono Shrine (Q135040516)
Q11117637,Chinsetsu yumiharizuki
Q86740326,Chintaku Reifu
Q28683716,Chintaku Reifu Shrine
Q873645,Chion-in
Q11405620,Chiriku Hachimangu
Q11584632,Chiryu festival
Q11584639,Chiryu Shrine
Q135039002,Chishirono Shrine
Q17995354,Chisoku Kofun
Q11405679,Chitose Kurumazuka Kofun
Q135069113,Chiyo Shrine (Kasuga Keidai-sha)
Q135069115,Chiyo Shrine (Moriichi Keidai-sha)
Q11405255,Chiyomaru Kofun
Q105001054,Chofukuji Urayama Kofun Group
Q123116949,Chohoujiminamihara Kofun
Q63253663,Choja-ga-hira Kofun
Q121874531,Chojagamori Kofun
Q115498512,Chojazuka Kofun
Q10901138,Chokugan-ji
Q97342105,Chokōji Kofun Group
Q259644,Chonsu (month)
Q136771182,Choraku-ji Tenmangū
Q135186735,Chota Great Camphor Tree
Q4468186,Choufukuji Temple (Mimasaka City)
Q109359281,Chukain Temple
Q11653578,Chōjasan Shinra Shrine
Q11675030,Chōkai Gassan Ryōsho-gū
Q11675024,Chōkai Shugendō
Q11173679,Chōkaisan Ōmonoimi Shrine
Q22119401,Chōkoku-ji
Q115847,Chōnin
Q17214579,Chōshizuka Kofun (Saga)
Q11362829,Chūsei Nihonki
Q11363231,Chūyūki
Q2963837,Cintamani
Q11446712,Cintāmaṇicakra
Q11480073,City Offices (Tōji and Sai)
Q11547822,Clan head
Q11547818,Clan shrine
Q11547815,Clan temple
Q11604528,Clay coffin chamber
Q11423842,Clay pipe
Q17355814,Clock (Faberge egg)
Q11412524,Co-Enshrinement
Q135069866,Co-Enshrinement at Gassan Shrine
Q135185428,Co-Enshrinement at Tamanooya Shrine
Q135186668,Co-Enshrinement in Seki Shrine
Q135185436,Co-Enshrinement in Tamanoya Shrine
Q135186284,Co-Enshrinement of Afukakotano Shrine
Q135186194,Co-Enshrinement of Afukamuyamano Shrine
Q135186783,Co-Enshrinement of Haseno Shrine
Q135186320,Co-Enshrinement of Hichino Shrine
Q135186324,Co-Enshrinement of Hichino Shrine Ronsha 6
Q135194742,Co-Enshrinement of Hirawoka Shrine
Q135186400,Co-Enshrinement of Hitsukurano Shrine
Q135186776,Co-Enshrinement of Hotsumino Shrine
Q135194598,Co-Enshrinement of Ikatsuchi Shrine
Q135193385,Co-Enshrinement of Imakiawosakainaminoikekamino Shrine
Q135193378,Co-Enshrinement of Imakiawosakanoinamiaramitamano Shrine
Q135197944,Co-Enshrinement of Kamishimano Shrine
Q135194736,Co-Enshrinement of Katakishino Shrine
Q135194764,Co-Enshrinement of Ketamikono Shrine
Q135194703,Co-Enshrinement of Kuninariohonono Shrine
Q135193336,Co-Enshrinement of Kuniwichino Shrine
Q135193750,Co-Enshrinement of Machino Shrine
Q135195293,Co-Enshrinement of Nakuno Shrine
Q135186734,Co-Enshrinement of Ohokino Shrine
Q135186732,Co-Enshrinement of Ohokino Shrine Ronsha 2
Q135186762,Co-Enshrinement of Ohowano Shrine (Ronsha 1)
Q135194562,Co-Enshrinement of Ohoyamamitano Shrine
Q135194566,Co-Enshrinement of Ohoyamamitano Shrine Ronsha 5
Q135186780,Co-Enshrinement of Sakurano Shrine
Q135194345,Co-Enshrinement of Shikitamahayamitamano Shrine
Q135195742,Co-Enshrinement of Shishichino Shrine
Q135195174,Co-Enshrinement of Takino Shrine
Q135194683,Co-Enshrinement of Tsuchinowano Shrine
Q135193681,Co-Enshrinement of Tsuhakino Shrine
Q135195110,Co-Enshrinement of Utsurahashino Shrine
Q135195111,Co-Enshrinement of Utsurahashino Shrine Ronsha 2
Q116958143,Coastal Zenpokoenfun
Q11411017,Cofun Gal no Coffy
Q11588781,Commandment
Q11392653,Communal hot springs
Q97186758,Complex archaeological sites
Q21654087,Comprehensive Dictionary of Japanese Kofun
Q18337053,Confucian Shinto
Q25383743,Conqueror of Breads
Q19278089,Conservation Techniques for Cultural Properties
Q11639756,Constructed Hot Spring
Q112663,Controversies surrounding Yasukuni Shrine
Q11416426,Copper-Iron Spring
Q1790650,Coronation (Pharaoh)
Q11543435,Corridor-Style Stone Chamber
Q99196082,Court Ranks in Japan
Q1188502,Cultural Properties Protection Law
Q11394845,Cylindrical Haniwa
Q11435648,Dai Nippon Koku Ichinomiya Ki
Q104007891,Daibo Kofun
Q11432652,Daibu Hachiman-gu
Q109359748,Daibu temple ruins
Q3012037,Daibutsuyō
Q11433720,Daibō Kofun
Q11635469,Daidō Akagi Shrine
Q11434269,Daigakkō (1869)
Q11441893,Daigan-ji Temple
Q20041049,Daigo Hisa
Q1157535,Daigo-ji
Q11436444,Daigokuden
Q5209124,Daihachi Oguchi
Q135069984,Daijin Shrine
Q119929525,Daijingu (Sakuragawa)
Q135068809,Daijingu-sha Shrine
Q109420327,Daijingū
Q11438579,Daijinke
Q5209149,Daijirin
Q11433653,Daijosai
Q1192939,Daijō-kan
Q11437478,Daikai Shrine
Q115921975,Daikakuji Kofun Group
Q1759916,Daikokuten
Q135070063,Dainamabuheishushin Shrine
Q135070064,Dainamabuheishushin Shrine (Tajima Province)
Q11435613,Dainichi Kofun
Q135069355,Dainichi-dō Shrine
Q55529436,Dainichiyama Tomb No. 35
Q135069379,Dainoki Shrine
Q11394583,Dairizuka Kofun
Q11394584,Dairizuka Kofun Cluster
Q11602400,Dairokuten (Hannō)
Q113367319,Dairokuten Kofun
Q11602398,Dairokuten Sakaki Shrine
Q11602399,Dairokuten Shrine
Q18337197,Dairokuten Shrine (Chigasaki)
Q11602401,Dairokuten Shrine (Suginami)
Q134930667,Daisen Ōji Shrine
Q11432310,Daisen Park
Q11434578,Daisenjō
Q5849431,Daisenryō Kofun
Q167008,Daishōgun (directional deity)
Q11434526,Daishōgun Hachi Shrine
Q11434525,Daishōgun Shrine
Q11434527,"Daishōgun Shrine (Kita-ku, Kyoto)"
Q54153258,Daishōgun Shrine (Kyoto City Higashiyama Ward)
Q48757057,Daishōgun Shrine (Nara City)
Q135193776,Daisuibetsu Shrine
Q10934709,Daitengu
Q11436159,Daito Shrine (Ome)
Q135040217,Daitsukiiwakura Shrine
Q11436160,Daitō Shrine (Minamidaito Village)
Q11436122,Daitō-gū
Q17996173,Daiyokujō
Q135070010,Daizen Shrine
Q11444008,Dajōkan Edict
Q135194881,Dake Shrine
Q1127224,Dakini
Q11625537,Dakōken
Q123116852,Danjirimaki Kofun
Q22119379,Danjōzan Kofun
Q18233688,Dannozuka Kofun
Q5221001,Danpusan Kofun
Q276107,Daruma doll
Q131454041,Daryu Mirror
Q1147765,Dashu (solar term)
Q11380845,Date Shrine (Q11380845)
Q135195189,Date Shrine (Q135195189)
Q135195189,"Date Shrine (Utsunecho, Kameoka)"
Q135040498,Date Shrine
Q109363597,Day of Haniwa
Q1290643,Day selection calendar
Q11438575,Dazai Gon no Daibu
Q11434484,Dazai no Sochi
Q5248738,Decan
Q1183637,Decan List C
Q841044,December 1 (Lunisolar)
Q840475,December 10 (Lunisolar)
Q841109,December 11 (Lunisolar)
Q840870,December 12 (Lunisolar)
Q840518,December 13 (Lunisolar)
Q840558,December 14 (Lunisolar)
Q840846,December 15 (Lunisolar)
Q840555,December 16 (Lunisolar)
Q840561,December 17 (Lunisolar)
Q841094,December 18 (Lunisolar)
Q841038,December 19 (Lunisolar)
Q840458,December 2 (Lunisolar)
Q841057,December 20 (Lunisolar)
Q840864,December 21 (Lunisolar)
Q840480,December 22 (Lunisolar)
Q840484,December 23 (Lunisolar)
Q840461,December 24 (Lunisolar)
Q840564,December 25 (Lunisolar)
Q841097,December 26 (Lunisolar)
Q840878,December 27 (Lunisolar)
Q840497,December 28 (Lunisolar)
Q841041,December 29 (Lunisolar)
Q841033,December 3 (Lunisolar)
Q841067,December 30 (Lunisolar)
Q840515,December 4 (Lunisolar)
Q840524,December 5 (Lunisolar)
Q840467,December 6 (Lunisolar)
Q841049,December 7 (Lunisolar)
Q840464,December 8 (Lunisolar)
Q840489,December 9 (Lunisolar)
Q11626716,Decorated kofun
Q10888232,Defeat the Shogunate Movement
Q11594489,Dei of Wa
Q13578873,Demon King of the Sixth Heaven
Q8193495,Demotion to subject status
Q123120842,Den-Takabatakeryo Kofun
Q2264720,Department of Divinities
Q135070118,Destroyed Shrine
Q135070078,Destroyed Shrine (Q135070078)
Q11395609,Deyama Graves
Q1207591,Dharma transmission
Q4121944,Dhu al-Hijjah 1
Q4121217,Dhu al-Hijjah 10
Q4121426,Dhu al-Hijjah 11
Q4121436,Dhu al-Hijjah 12
Q4121689,Dhu al-Hijjah 13
Q4121668,Dhu al-Hijjah 14
Q4121271,Dhu al-Hijjah 15
Q4121524,Dhu al-Hijjah 16
Q4121635,Dhu al-Hijjah 17
Q4121574,Dhu al-Hijjah 18
Q4121377,Dhu al-Hijjah 19
Q4121938,Dhu al-Hijjah 2
Q4121362,Dhu al-Hijjah 20
Q4121366,Dhu al-Hijjah 21
Q4121381,Dhu al-Hijjah 22
Q4121395,Dhu al-Hijjah 23
Q4121462,Dhu al-Hijjah 24
Q4121211,Dhu al-Hijjah 25
Q4121437,Dhu al-Hijjah 26
Q4121693,Dhu al-Hijjah 27
Q4121331,Dhu al-Hijjah 28
Q4121430,Dhu al-Hijjah 29
Q4121838,Dhu al-Hijjah 3
Q4121269,Dhu al-Hijjah 30
Q4121778,Dhu al-Hijjah 4
Q4121845,Dhu al-Hijjah 5
Q4121771,Dhu al-Hijjah 6
Q4121239,Dhu al-Hijjah 7
Q4121226,Dhu al-Hijjah 8
Q4121687,Dhu al-Hijjah 9
Q4121847,Dhu al-Qadah 1
Q4121360,Dhu al-Qadah 10
Q4121496,Dhu al-Qadah 11
Q4121530,Dhu al-Qadah 12
Q4121580,Dhu al-Qadah 13
Q4121161,Dhu al-Qadah 14
Q4121509,Dhu al-Qadah 15
Q4121323,Dhu al-Qadah 16
Q4121701,Dhu al-Qadah 17
Q4121441,Dhu al-Qadah 18
Q4121175,Dhu al-Qadah 19
Q4121774,Dhu al-Qadah 2
Q4121432,Dhu al-Qadah 20
Q4121333,Dhu al-Qadah 21
Q4121699,Dhu al-Qadah 22
Q4121363,Dhu al-Qadah 23
Q4121210,Dhu al-Qadah 24
Q4121219,Dhu al-Qadah 25
Q4121486,Dhu al-Qadah 26
Q4121584,Dhu al-Qadah 27
Q4121492,Dhu al-Qadah 28
Q4121508,Dhu al-Qadah 29
Q4121752,Dhu al-Qadah 3
Q4121324,Dhu al-Qadah 30
Q4121946,Dhu al-Qadah 4
Q4121148,Dhu al-Qadah 5
Q4121158,Dhu al-Qadah 6
Q4121603,Dhu al-Qadah 7
Q4121579,Dhu al-Qadah 8
Q4121703,Dhu al-Qadah 9
Q1208201,Diagonal star clock EA47605
Q11556488,Diluvial upland
Q11504342,Directional deity
Q11597341,Divine Soldiers of the Sky
Q2128138,Djehuti
Q23997826,Doburoku Matsuri
Q8011092,Doctor of the five classics
Q136720708,Doctor Voyeurism
Q5293321,Don Philippi
Q11273944,Donto Festival
Q11555833,Dorogawa
Q135041503,Dousashifutsu Shrine
Q108778886,Doyama Kofun
Q11423778,Doyō (season)
Q11487160,Drawn‐off hot spring
Q17990284,Dry-lacquer coffin
Q2454753,Dry-lacquer sculpture
Q2147546,Duì (Bagua)
Q11377515,Dō (architecture)
Q11449036,Dōkyō Incident
Q136705890,Dōma Hōshi
Q60995805,Dōmeki
Q125960589,Dōnanzan Kofun
Q135099008,Dōsha-ni-imasu Hiiwaya-hiko Shrine
Q11650178,Dōzan River (disambiguation)
Q18336610,E Shrine
Q135186675,E Shrine (Q135186675)
Q48746885,E-Gov Law Search
Q115038403,E-kagami-style pit dwelling
Q55522851,E-no-ura Yokoanabo Cluster
Q11423872,Earth burial
Q11378315,East Asian extra-statutory office
Q11452125,East Asian government position
Q1063689,Eastern Japan
Q48747983,Ebara Shichifukujin
Q1279717,Ebers calendar
Q3046830,Ebetsu shrine
Q255907,Ebisu
Q16482065,Ebisu Festival
Q11261031,Ebisu Shrine
Q38276302,Ebisu Shrine (Naha City)
Q135069604,Ebisuhari Shrine
Q18990929,Ebisuyama Kofun
Q4412451,Eboshi
Q11551131,Ebumi Shrine
Q135040586,Echino Shrine
Q135186746,Eda Shrine (Q135186746)
Q3047222,Eda Shrine
Q11499384,Educational Ordinance
Q11381322,Efu
Q3049117,Egara Tenjin Shrine
Q135198067,Ehara Nishinomiya Shrine
Q11493796,Ehime Gokoku Shrine
Q130282227,Eianji Higashi Kofun - Eianji Nishi Kofun
Q48743902,Eifuku-ji North Kofun
Q603995,Eight Directional Deities
Q11390736,Eight Great Dragon Kings
Q11391729,Eight Kabane system
Q11573652,Eight Ryukyu Shrines
Q11390764,Eight-sect compatibility
Q11391682,Eighth White Earth Star
Q11618317,Ekoda Yokoanabo Cluster
Q135038993,Ekurino Shrine
Q11459602,Elementary School Ordinance
Q241765,Emperor Ankan
Q316637,Emperor Bidatsu
Q11590440,Emperor Jimmu Festival
Q314846,Emperor Kanmu
Q317980,Emperor Kōtoku
Q11436695,Emperor Taishō Festival
Q17993865,Empress Jingū Shrine
Q230433,Empress Masako
Q11618316,Ena Shrine
Q11492453,Ena Shrine (Nakatsugawa)
Q135039909,Enano Shrine
Q11261148,Enburi
Q11609923,Endō
Q17220604,Enfun Ōtsuka Kofun
Q954860,Engaku-ji
Q1342448,Engishiki
Q11064932,Engishiki Jinmyōchō
Q11588824,Engishiki Jinmyōchō Studies
Q3054354,Engyō-ji
Q135070038,Enkan Shrine
Q11394813,Enman-ji (Nara)
Q11394811,Enman-ji Temple
Q135040432,Eno Shrine
Q135186687,Eno Shrine (Co-Enshrinement)
Q135039367,Eno Shrine (Q135039367)
Q135195049,Eno Shrine (Q135195049)
Q134893091,Enoki Shrine
Q11448984,Enomiya Shrine
Q11541842,Enomoto Shrine
Q11259219,Enoshima Shrine
Q109596938,Enryaku Gishikichō
Q917195,Enryaku-ji
Q11394898,Enryu-ji
Q11642088,Enshū Yokosuka Mikumano Shrine Grand Festival
Q4202178,Enthronement of the Japanese emperor
Q135193727,Erehiko Shrine okumiya
Q11649828,Erehiko Shrine
Q11483813,Establishment of Holidays for Annual Festivals and Holidays
Q127163728,Eta Anakannon Kofun
Q11259227,Eta Funayama Kofun
Q135040245,Etano Shrine
Q135039394,Etano Shrine (Q135039394)
Q135039947,Etano Shrine (Q135039947)
Q135070122,Etomo Shrine
Q135070123,Etomo Shrine (Izumo Province)
Q55530161,Eukashi
Q11550858,Ezaki Kofun
Q11625780,Ezo caves
Q110906544,Ezoana Kofun
Q11551374,Ezuriko Kofun Cluster
Q11455521,Family Bath
Q11455404,Family knowledge
Q103927978,Family tree of Japanese deities
Q838935,February (Lunisolar)
Q839036,February 1 (Lunisolar)
Q839320,February 10 (Lunisolar)
Q839324,February 11 (Lunisolar)
Q839357,February 12 (Lunisolar)
Q839152,February 13 (Lunisolar)
Q839244,February 14 (Lunisolar)
Q839233,February 15 (Lunisolar)
Q838949,February 16 (Lunisolar)
Q839221,February 17 (Lunisolar)
Q839086,February 18 (Lunisolar)
Q838945,February 19 (Lunisolar)
Q839197,February 2 (Lunisolar)
Q839292,February 20 (Lunisolar)
Q838987,February 21 (Lunisolar)
Q838887,February 22 (Lunisolar)
Q839069,February 23 (Lunisolar)
Q839101,February 24 (Lunisolar)
Q839178,February 25 (Lunisolar)
Q839011,February 26 (Lunisolar)
Q839141,February 27 (Lunisolar)
Q839059,February 28 (Lunisolar)
Q839288,February 29 (Lunisolar)
Q839187,February 3 (Lunisolar)
Q1116718,February 30 (Lunisolar)
Q839137,February 4 (Lunisolar)
Q838979,February 5 (Lunisolar)
Q838991,February 6 (Lunisolar)
Q839279,February 7 (Lunisolar)
Q839343,February 8 (Lunisolar)
Q839157,February 9 (Lunisolar)
Q11446447,Female-headed imperial branches
Q1408694,Festival Calendar of the Acrobat Troupe
Q11591097,Festival days
Q3299373,Festival music
Q3092806,Festival of Osiris
Q11392568,Festival of the Deva and Naraka
Q2445617,Festival of the Sun's Eye
Q11372738,Fifth Yellow Earth Star
Q3135724,Fire Festival
Q1362046,First hour of the day (Ancient Egypt)
Q1361948,First hour of the night (Ancient Egypt)
Q11352487,First Rank
Q11396544,First rice
Q18337308,Five Generations of Earth Deities
Q11372555,Five Kinai Chronicles
Q1152880,Five kings of Wa
Q11284880,Five Male and Three Female Deities
Q11372713,Five-storied pagoda
Q115055417,Flatland dwellings
Q1426240,Flax harvest (Ancient Egypt)
Q11465624,Flexed burial
Q16769068,Float Exhibition Halls
Q11394579,Flower mirror
Q11498200,Flowing Bath
Q11665779,Flying Plum
Q122419825,Flying Road Pagoda
Q24895900,Folk Cultural Property
Q11591157,Forbidden colors (Japan)
Q11493935,Forest Appreciation Day
Q11511137,Former Coinage Bureau Building
Q1068367,Four Heavenly Kings
Q11420096,Fourth Green Wood Star
Q11560360,Fuchi Shrine
Q135040314,Fuchiharahikono Shrine
Q135187125,Fuchimori Inari Shrine
Q135039483,Fuchino Shrine
Q135039458,Fuchishimano Shrine
Q135040310,Fuchitsuhikono Shrine
Q135039766,Fuchiuchino Shrine
Q135270297,Fuchiuchino Shrine (Q135270297)
Q135195039,Fuchū Hachiman Shrine
Q124496783,Fuchū Hachiman-gū
Q2585020,Fudarakusan-ji
Q1194534,Fudoki
Q11665453,Fudoki Hill
Q11361622,Fudō-Ō Seirei Gaeshi
Q23997315,Fufeng
Q65266248,Fuha-no-Mojikunusunu
Q135040903,Fuheno Shrine
Q11395081,Fuji Omuro Asama Shrine
Q11457276,Fuji Rokusho Sengen Shrine
Q11456094,Fuji Sengen Shrine
Q11456096,Fuji Sengen Shrine (Fujioka City)
Q135069408,Fuji Sengen-gū Shrine
Q6406788,Fujii-dera
Q11622964,Fujikiri Shrine
Q11456201,Fujiko (religion)
Q11456171,Fujimi Industrial Complex
Q11624426,Fujimori Eiichi
Q135069369,Fujimori Shinmei-sha
Q11624242,Fujimoto Kannonyama Kofun
Q135040775,Fujina Ōanamochi Shrine
Q135039633,Fujino Shrine
Q3198273,Fujinoki Tomb
Q11622625,Fujinomori Kofun
Q11624434,Fujinomori Shrine
Q11624431,Fujinomori Shrine (Kyoto)
Q167146,Fujisaki Hachimangū
Q135069986,Fujisaki Shrine
Q11455920,Fujisan Sengen Faith
Q11623940,Fujishima Shrine
Q56883936,Fujishima Shrine (Suwa Region)
Q18224450,Fujishiro Suzuki clan
Q3090605,Fujishiro Ōji Shrine
Q11624898,Fujita Memorial Garden
Q135195144,Fujito Shrine
Q641628,Fujiwara clan
Q11623114,Fujiwara Four Brothers
Q11623437,Fujiwara no Hideyasu
Q5507516,Fujiwara no Ishi
Q5507528,Fujiwara no Kiyoko
Q1054835,Fujiwara no Koshi
Q2110461,Fujiwara no Otomuro
Q5507542,Fujiwara no Seishi
Q2714781,Fujiwara no Tadabumi
Q11623232,Fujiwara no Taishi (died 794)
Q5368838,Fujiwara no Tashi
Q10514093,Fujiwara no Yorimune
Q718947,Fujiwara no Yorinaga
Q45830084,Fujiwara no Ōshima
Q65272471,Fukabuchi-no-Mizuyarehana
Q135039449,Fukaeno Shrine
Q135040562,Fukafu Shrine
Q135041451,Fukafuchino Shrine
Q11495650,Fukagawa Fudō-dō Temple
Q135038767,Fukakahano Shrine
Q135038956,Fukamisono Shrine
Q135040686,Fukasaka Shrine
Q11560040,Fukashi Shrine
Q135040591,Fukataheno Shrine
Q135039391,Fukatano Shrine
Q21654380,Fukaya Festival
Q135039368,Fukeno Shrine
Q135040328,Fukeshihikono Shrine
Q11621213,Fukiishi
Q11489378,Fukko Shinto
Q135040767,Fukomino Shrine
Q135270426,Fukomino Shrine (Q135270426)
Q11630077,Fukudō
Q135040679,Fukuhino Shrine
Q11591507,Fukui Gokoku Shrine
Q11591715,Fukui Shrine
Q18339120,Fukunaga Shrine
Q11592931,Fukuoka Gokoku Shrine
Q17210918,Fukura Tenmangū
Q780797,Fukurokuju
Q135040223,Fukurono Shrine
Q11593728,Fukushima Gokoku Shrine
Q11592992,Fukushima Waraji Festival
Q135040548,Fukutano Shrine
Q135070091,Fukutomi Shrine
Q298595,Fukuyama
Q22124825,Fukuyama Plain
Q11514632,Fumon-ji
Q11486084,Fumori Shrine
Q135039668,Fumunashino Shrine
Q48745414,Funabaru Kofun
Q106852897,Funabashi Country Club
Q135098901,Funadamano Shrine
Q135195136,Funae Taijingū
Q135040467,Funaeno Shrine
Q11613767,Funagata Mokkan
Q11613771,Funagata Sarcophagus
Q135069865,Funagatayama Shrine
Q11614026,Funagoya Onsen
Q135070231,Funajihachimanguu
Q85883305,Funakiyama Kofun cluster
Q11614347,Funakoshi Shrine (Shima)
Q135039343,Funayamano Shrine
Q136730368,Funazu Shrine
Q11613757,Funazukayama Kofun
Q65242001,Fune Kofun
Q11487466,Funerary practices of the Yayoi period
Q11395443,Funi-kawachi-no-Kuni-no-Miyatsuko
Q65266238,Funozuno
Q11333760,Furikamui
Q11282543,Furogu Shrine
Q55539485,Furu Ruins
Q11613492,Furufu Shrine
Q4250076,Furuichi Kofun Cluster
Q135041219,Furukohorino Shrine
Q135197931,Furukohorino Shrine Co-EnShrinement
Q135070195,Furukoori Shrine
Q11411303,Furukusu Shrine
Q11411305,Furukusu Shrine (Kakegawa City)
Q11411029,Furumiya Kofun
Q135040743,Furutachino Shrine
Q106241380,Furutama-no-Mikoto
Q11411419,Furutsu Hachimanyama Site
Q55522042,Furutsuka Kofun
Q125287943,Furutsuki Yokoanabos
Q11665528,Furyū-odori
Q135039663,Fusawokino Shrine
Q135270417,Fusawokino Shrine (Q135270417)
Q104696645,Fuse Kofun
