# 3030 empty items (Special:Export dump). QID	lost	label	url
Q138750398	0		https://www.wikidata.org/wiki/Q138750398
Q138793925	0		https://www.wikidata.org/wiki/Q138793925
Q138850331	0		https://www.wikidata.org/wiki/Q138850331
Q138866104	0	Satoko Kasuya	https://www.wikidata.org/wiki/Q138866104
Q139013315	0	Sahura Jibrin Maidoki	https://www.wikidata.org/wiki/Q139013315
Q139074424	0		https://www.wikidata.org/wiki/Q139074424
Q139497423	0	Piotr Załuski (reżyser)	https://www.wikidata.org/wiki/Q139497423
Q139830267	0	沙優七羽	https://www.wikidata.org/wiki/Q139830267
Q140042677	0	Miao	https://www.wikidata.org/wiki/Q140042677
Q140042959	0	Brij Ratna Das	https://www.wikidata.org/wiki/Q140042959
Q140042989	0	Ramchandra Misra 'Sanyasi'	https://www.wikidata.org/wiki/Q140042989
Q140073798	0		https://www.wikidata.org/wiki/Q140073798
Q140140841	0		https://www.wikidata.org/wiki/Q140140841
Q140164516	0	Amasazi aguruka	https://www.wikidata.org/wiki/Q140164516
Q140181579	0	micro lens arrays	https://www.wikidata.org/wiki/Q140181579
Q140184706	0	spatial matched filters	https://www.wikidata.org/wiki/Q140184706
Q140184785	0	iris–aperture stop	https://www.wikidata.org/wiki/Q140184785
Q140184806	0	hyperopic amblyopia	https://www.wikidata.org/wiki/Q140184806
Q140184833	0	chromaticity diagram	https://www.wikidata.org/wiki/Q140184833
Q140184849	0	color gamut	https://www.wikidata.org/wiki/Q140184849
Q140185458	0	TV signal processing	https://www.wikidata.org/wiki/Q140185458
Q140185520	0	zoom lenses	https://www.wikidata.org/wiki/Q140185520
Q140185570	0	digital light valve	https://www.wikidata.org/wiki/Q140185570
Q140190462	0	effective focal length	https://www.wikidata.org/wiki/Q140190462
Q140190990	0	‌vacuum control unit‌	https://www.wikidata.org/wiki/Q140190990
Q140190998	0	air displacement pump	https://www.wikidata.org/wiki/Q140190998
Q140298434	0	platinum single crystal electrodes	https://www.wikidata.org/wiki/Q140298434
Q140298478	0	HCOOH oxidation	https://www.wikidata.org/wiki/Q140298478
Q140301279	0	gbanko road	https://www.wikidata.org/wiki/Q140301279
Q140322084	0	Schlosser's stairs	https://www.wikidata.org/wiki/Q140322084
Q140351869	0	Alex Mastoon	https://www.wikidata.org/wiki/Q140351869
Q140373087	0	Henri Rasamoelina	https://www.wikidata.org/wiki/Q140373087
Q140381022	0	Ambondrona (tarika)	https://www.wikidata.org/wiki/Q140381022
Q140439668	0	สมเด็จพระญาณวชิโรดม	https://www.wikidata.org/wiki/Q140439668
Q140447731	0	Giacomo Buoncompagni	https://www.wikidata.org/wiki/Q140447731
Q140465936	0		https://www.wikidata.org/wiki/Q140465936
Q140471802	0	Grandhood pension	https://www.wikidata.org/wiki/Q140471802
Q140634443	0	Evolum	https://www.wikidata.org/wiki/Q140634443
Q140636232	0	blueberry inflation	https://www.wikidata.org/wiki/Q140636232
Q140673470	0	Vishant Kumar Choudhary	https://www.wikidata.org/wiki/Q140673470
Q140673500	0	Optical Transceiver	https://www.wikidata.org/wiki/Q140673500
Q140676490	0	Cabmen´s Shelter in Gothenburg	https://www.wikidata.org/wiki/Q140676490
Q12299825	0	„А“ хокейна група	https://www.wikidata.org/wiki/Q12299825
Q12406916	0	הצבא הרומי בתקופת הקיסרות המוקדמת	https://www.wikidata.org/wiki/Q12406916
Q13164152	0	甄叔迦	https://www.wikidata.org/wiki/Q13164152
Q15708171	0	காயகற்பம்	https://www.wikidata.org/wiki/Q15708171
Q16086881	0	Лукавица	https://www.wikidata.org/wiki/Q16086881
Q19458069	0		https://www.wikidata.org/wiki/Q19458069
Q19674583	0	Самалет	https://www.wikidata.org/wiki/Q19674583
Q19697526	0	Meteoroid	https://www.wikidata.org/wiki/Q19697526
Q20586126	0	อสุภ	https://www.wikidata.org/wiki/Q20586126
Q25543932	0	პანამა. ისტორია და კულტურა	https://www.wikidata.org/wiki/Q25543932
Q25612279	0	Ширинбех, буя	https://www.wikidata.org/wiki/Q25612279
Q25630696	0	وەک تۆ	https://www.wikidata.org/wiki/Q25630696
Q25700865	0	ᠭ	https://www.wikidata.org/wiki/Q25700865
Q31198652	0	Robinzonas ir jo laukinės vergės	https://www.wikidata.org/wiki/Q31198652
Q31342070	0	श्यामलाल शकधर	https://www.wikidata.org/wiki/Q31342070
Q31446125	0	Гүржү жазуусу	https://www.wikidata.org/wiki/Q31446125
Q31737506	0	अमराठी सण	https://www.wikidata.org/wiki/Q31737506
Q31787602	0	ਚਾਈਨਾ ਏਅਰਲਾਈਨਜ਼	https://www.wikidata.org/wiki/Q31787602
Q42291376	0	Lesnes Abbey Conservation Volunteers	https://www.wikidata.org/wiki/Q42291376
Q51183956	0	九龍區專線小巴54系路線	https://www.wikidata.org/wiki/Q51183956
Q56273943	0	Department of National Security	https://www.wikidata.org/wiki/Q56273943
Q56313507	0	Митотическое веретено	https://www.wikidata.org/wiki/Q56313507
Q61070810	0	नवरात्र उत्सवातील साड्यांचे रंग	https://www.wikidata.org/wiki/Q61070810
Q61082981	0	Biserica fortificată din Rupea	https://www.wikidata.org/wiki/Q61082981
Q61101557	0	Ikan kerepoh	https://www.wikidata.org/wiki/Q61101557
Q64015429	0	美國西部開發	https://www.wikidata.org/wiki/Q64015429
Q65202051	0	Tour operators	https://www.wikidata.org/wiki/Q65202051
Q65250325	0	Tōa-chhiū	https://www.wikidata.org/wiki/Q65250325
Q65302102	0	Bybelse Gids - Genesis	https://www.wikidata.org/wiki/Q65302102
Q65302409	0	Roosagtige	https://www.wikidata.org/wiki/Q65302409
Q65303747	0	Inkvis	https://www.wikidata.org/wiki/Q65303747
Q65303859	0	Kormoraan	https://www.wikidata.org/wiki/Q65303859
Q65304099	0	Brandstowwe	https://www.wikidata.org/wiki/Q65304099
Q65304453	0	Suid-Afrikaanse Olimpiese Wenners	https://www.wikidata.org/wiki/Q65304453
Q65340672	0	Mahāsamaya Sutta	https://www.wikidata.org/wiki/Q65340672
Q65396098	0	Idioma muisca	https://www.wikidata.org/wiki/Q65396098
Q65403556	0	خۆکوشتنی بەهاوکاری	https://www.wikidata.org/wiki/Q65403556
Q65436688	0	انار	https://www.wikidata.org/wiki/Q65436688
Q65436736	0	بادام	https://www.wikidata.org/wiki/Q65436736
Q65447487	0	ປະເທດອາຣ໌ເຈນຕີນາ	https://www.wikidata.org/wiki/Q65447487
Q65452166	0	Iqembu lesizwe lebhola lezinyawo labesifazane laseNingizimu Afrika	https://www.wikidata.org/wiki/Q65452166
Q76964865	0	Al Dawaa Pharmacies	https://www.wikidata.org/wiki/Q76964865
Q83602312	0	Gangguan konversi	https://www.wikidata.org/wiki/Q83602312
Q96371068	0	3d Flying Training Squadron	https://www.wikidata.org/wiki/Q96371068
Q96581725	0	Uka Uka	https://www.wikidata.org/wiki/Q96581725
Q97216898	0	Skląstinė sklendė	https://www.wikidata.org/wiki/Q97216898
Q97250490	0	खेळ विषयावरील चित्रपट	https://www.wikidata.org/wiki/Q97250490
Q97263163	0	አፍሪካ"	https://www.wikidata.org/wiki/Q97263163
Q97264679	0	Puertè Acèh	https://www.wikidata.org/wiki/Q97264679
Q97264687	0	Pulo Kyushu	https://www.wikidata.org/wiki/Q97264687
Q97289880	0	Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku	https://www.wikidata.org/wiki/Q97289880
Q97487211	0	महेश जोशी	https://www.wikidata.org/wiki/Q97487211
Q100274582	0	Cəbrin əsasları	https://www.wikidata.org/wiki/Q100274582
Q100989035	0	洗碼	https://www.wikidata.org/wiki/Q100989035
Q105032376	0	Africada pós-alveolar surda	https://www.wikidata.org/wiki/Q105032376
Q106577533	0	Durianav	https://www.wikidata.org/wiki/Q106577533
Q106620894	0	Pro14 Rainbow Cup 2021 (Sudáfrica)	https://www.wikidata.org/wiki/Q106620894
Q106898786	0	八母	https://www.wikidata.org/wiki/Q106898786
Q106899436	0	調班	https://www.wikidata.org/wiki/Q106899436
Q107713798	0	T.Ollyvar	https://www.wikidata.org/wiki/Q107713798
Q107996084	0	Robozuna	https://www.wikidata.org/wiki/Q107996084
Q108003091	0	剝光豬 (中國象棋)	https://www.wikidata.org/wiki/Q108003091
Q109344017	0	奥吉吉亞岛	https://www.wikidata.org/wiki/Q109344017
Q109389636	0	Kavak, Yeşilhisar	https://www.wikidata.org/wiki/Q109389636
Q109653533	0	MivzakLive News	https://www.wikidata.org/wiki/Q109653533
Q110104529	0	Yamazaki University of Animal Health Technology	https://www.wikidata.org/wiki/Q110104529
Q111010331	0	Poetin erkènt volksrippeblieke Donetsk en Loehansk	https://www.wikidata.org/wiki/Q111010331
Q111805022	0	ლ]]პ]	https://www.wikidata.org/wiki/Q111805022
Q111955497	0	2022 NCAA Division I Men's Basketball Tournament: qualifying teams	https://www.wikidata.org/wiki/Q111955497
Q111963188	0	2001 NCAA Division I Men's Basketball Tournament: qualifying teams	https://www.wikidata.org/wiki/Q111963188
Q112136731	0	2003 NCAA Division I Men's Basketball Tournament: qualifying teams	https://www.wikidata.org/wiki/Q112136731
Q112175336	0	Ledfyren	https://www.wikidata.org/wiki/Q112175336
Q112247714	0	Norsut	https://www.wikidata.org/wiki/Q112247714
Q112619250	0	Вікіджерела:Календар/студзень	https://www.wikidata.org/wiki/Q112619250
Q112649545	0	Yuzen-jinja	https://www.wikidata.org/wiki/Q112649545
Q112861159	0	2002 NCAA Division I Men's Basketball Tournament: qualifying teams	https://www.wikidata.org/wiki/Q112861159
Q113032553	0	Кивиобразные	https://www.wikidata.org/wiki/Q113032553
Q113191286	0	Pakistanske poslovice	https://www.wikidata.org/wiki/Q113191286
Q113367513	0	Mistrovství Evropy v malém fotbale 2022	https://www.wikidata.org/wiki/Q113367513
Q115608701	0	acanthor	https://www.wikidata.org/wiki/Q115608701
Q115799943	0	Acaxee	https://www.wikidata.org/wiki/Q115799943
Q117185286	0	Değirmenderesi	https://www.wikidata.org/wiki/Q117185286
Q117185320	0	Mesciçele (Bolu)	https://www.wikidata.org/wiki/Q117185320
Q117193440	0	Bahçeköy (Tavas)	https://www.wikidata.org/wiki/Q117193440
Q117193449	0	Damlacık (Tavas)	https://www.wikidata.org/wiki/Q117193449
Q117319499	0	ปฏิทิน	https://www.wikidata.org/wiki/Q117319499
Q118469511	0	Monastery Couture	https://www.wikidata.org/wiki/Q118469511
Q119166387	0	Akşamlar	https://www.wikidata.org/wiki/Q119166387
Q119393417	0	Tenis stołowy na Igrzyskach Europejskich 2023	https://www.wikidata.org/wiki/Q119393417
Q119443186	0	Kusma (sindirim)	https://www.wikidata.org/wiki/Q119443186
Q120142557	0	Singapore Sling	https://www.wikidata.org/wiki/Q120142557
Q120603901	0	Boston-kriterierna för cerebral amyloid angiopati	https://www.wikidata.org/wiki/Q120603901
Q122463058	0	Nikopolis	https://www.wikidata.org/wiki/Q122463058
Q123171261	0	Notable ship visits to Wellington	https://www.wikidata.org/wiki/Q123171261
Q123570004	0	Chinese character IT	https://www.wikidata.org/wiki/Q123570004
Q123987956	0	Fire	https://www.wikidata.org/wiki/Q123987956
Q124056122	0	Pétro-masculinité	https://www.wikidata.org/wiki/Q124056122
Q124056356	0	รายชื่อผู้นำประเทศ พ.ศ. 2567	https://www.wikidata.org/wiki/Q124056356
Q124424814	0	Ministerio de Interior y Seguridad de Corea	https://www.wikidata.org/wiki/Q124424814
Q124621731	0	JuMBO (astronomi)	https://www.wikidata.org/wiki/Q124621731
Q124810265	0	Panit Vikitset	https://www.wikidata.org/wiki/Q124810265
Q124854837	0	Bórik	https://www.wikidata.org/wiki/Q124854837
Q124981452	0	Gizozi-Mwaro	https://www.wikidata.org/wiki/Q124981452
Q125208413	0		https://www.wikidata.org/wiki/Q125208413
Q126264563	0	UEFA European Championship top goalscorers	https://www.wikidata.org/wiki/Q126264563
Q126423265	0	Alternative versions of Batman	https://www.wikidata.org/wiki/Q126423265
Q130396807	0	Орхонский университет	https://www.wikidata.org/wiki/Q130396807
Q130711795	0	Fiat 18BL	https://www.wikidata.org/wiki/Q130711795
Q130900744	0	화성-19형	https://www.wikidata.org/wiki/Q130900744
Q131286168	0	Czytamy naturę IgNoble 2024 - krytyczne spojrzenie	https://www.wikidata.org/wiki/Q131286168
Q131573907	0		https://www.wikidata.org/wiki/Q131573907
Q131620940	0	Östra stranden	https://www.wikidata.org/wiki/Q131620940
Q131824507	0	Appeal Court of Lithuania	https://www.wikidata.org/wiki/Q131824507
Q132065573	0	Bánh tráng trộn	https://www.wikidata.org/wiki/Q132065573
Q132778093	0	Центральний військовий комітет	https://www.wikidata.org/wiki/Q132778093
Q133264961	0	Afrikanetz foucaldi	https://www.wikidata.org/wiki/Q133264961
Q133445086	0	IFK Norrköping 2007	https://www.wikidata.org/wiki/Q133445086
Q133463977	0	Directeur général de l’Office National de Partenariat en Éducation (ONAPE)	https://www.wikidata.org/wiki/Q133463977
Q134265832	0	Vipan Pal Singh	https://www.wikidata.org/wiki/Q134265832
Q135350270	0	Prince of Castelbuono	https://www.wikidata.org/wiki/Q135350270
Q135392505	0	Ancestors of Yek Salai Taret	https://www.wikidata.org/wiki/Q135392505
Q135411797	0	Dubrava Cultural Center	https://www.wikidata.org/wiki/Q135411797
Q135411968	0	Petar Krešimir IV Park	https://www.wikidata.org/wiki/Q135411968
Q135643329	0	Cártel de Guasave	https://www.wikidata.org/wiki/Q135643329
Q135840807	0	柬埔寨电信网络诈骗	https://www.wikidata.org/wiki/Q135840807
Q135995656	0	List of incidents with russian drones and missiles in NATO countries during the Russo-Ukrainian war	https://www.wikidata.org/wiki/Q135995656
Q136292557	0	Linde energi	https://www.wikidata.org/wiki/Q136292557
Q136502263	0		https://www.wikidata.org/wiki/Q136502263
Q136506162	0	reciprocal rank fusion	https://www.wikidata.org/wiki/Q136506162
Q136677750	0	சிலையெழுபது, ஓலைச்சுவடி	https://www.wikidata.org/wiki/Q136677750
Q137386065	0	Γοτθικές πολεμικές επιχειρήσεις	https://www.wikidata.org/wiki/Q137386065
Q137787242	0	Triclonella medeocris	https://www.wikidata.org/wiki/Q137787242
Q138508810	0	Kaikoku Zakki	https://www.wikidata.org/wiki/Q138508810
Q138679363	0	Resad Ajim	https://www.wikidata.org/wiki/Q138679363
Q138788194	0		https://www.wikidata.org/wiki/Q138788194
Q138864551	0	Hans Shayandjela Haikali	https://www.wikidata.org/wiki/Q138864551
Q139326321	0	శ్యాం మోహన్	https://www.wikidata.org/wiki/Q139326321
Q139385307	0	Hezhen Yimakan storytelling	https://www.wikidata.org/wiki/Q139385307
Q139406916	0		https://www.wikidata.org/wiki/Q139406916
Q139496981	0	Olugbogbene	https://www.wikidata.org/wiki/Q139496981
Q139501328	0		https://www.wikidata.org/wiki/Q139501328
Q139553702	0	ฆอซา	https://www.wikidata.org/wiki/Q139553702
Q139562431	0		https://www.wikidata.org/wiki/Q139562431
Q139562471	0	Islam Guseinov	https://www.wikidata.org/wiki/Q139562471
Q139667021	0		https://www.wikidata.org/wiki/Q139667021
Q139695388	0	Four Movement Screen Structure	https://www.wikidata.org/wiki/Q139695388
Q139894050	0		https://www.wikidata.org/wiki/Q139894050
Q139894051	0		https://www.wikidata.org/wiki/Q139894051
Q139894053	0		https://www.wikidata.org/wiki/Q139894053
Q139894054	0		https://www.wikidata.org/wiki/Q139894054
Q139894055	0		https://www.wikidata.org/wiki/Q139894055
Q139894504	0	rank condition	https://www.wikidata.org/wiki/Q139894504
Q139955435	0	Photograph of construction works for new burial niches (Verano, 1954)	https://www.wikidata.org/wiki/Q139955435
Q139970088	0		https://www.wikidata.org/wiki/Q139970088
Q139980160	0	Leilão de Reserva de Capacidade na Forma de Potência	https://www.wikidata.org/wiki/Q139980160
Q139996099	0		https://www.wikidata.org/wiki/Q139996099
Q140007475	0	Tangem AG	https://www.wikidata.org/wiki/Q140007475
Q140042956	0	Ramnarayan Yadavendu	https://www.wikidata.org/wiki/Q140042956
Q140042961	0	Kedar Nath Misra 'Prabhat'	https://www.wikidata.org/wiki/Q140042961
Q140042963	0	Jankiprasad Mishra	https://www.wikidata.org/wiki/Q140042963
Q140042969	0	Hiralal Harit	https://www.wikidata.org/wiki/Q140042969
Q140042973	0	Mathura Prasad Dixit	https://www.wikidata.org/wiki/Q140042973
Q140042976	0	Ramsahay Das	https://www.wikidata.org/wiki/Q140042976
Q140042981	0	Ganga Das Gaud	https://www.wikidata.org/wiki/Q140042981
Q140042992	0	Baldevananda Sagar	https://www.wikidata.org/wiki/Q140042992
Q140043001	0	Ramashankar Vajpai	https://www.wikidata.org/wiki/Q140043001
Q140046547	0	Sukhsampattiray Bhandari	https://www.wikidata.org/wiki/Q140046547
Q140053569	0	Jagannath Prasad Bhanu	https://www.wikidata.org/wiki/Q140053569
Q140054271	0	Biblioteca Universidad Austral de Chile, Puerto Montt	https://www.wikidata.org/wiki/Q140054271
Q140136532	0	ubukannyi	https://www.wikidata.org/wiki/Q140136532
Q140171879	0	short focal length x-ray lenses	https://www.wikidata.org/wiki/Q140171879
Q140181357	0	nonlinear wave equation	https://www.wikidata.org/wiki/Q140181357
Q140181386	0	needle-plane electrode system	https://www.wikidata.org/wiki/Q140181386
Q140184576	0	dichroic mirror	https://www.wikidata.org/wiki/Q140184576
Q140184793	0	weak color	https://www.wikidata.org/wiki/Q140184793
Q140184797	0	sensitivity to light	https://www.wikidata.org/wiki/Q140184797
Q140184830	0	visual sensation	https://www.wikidata.org/wiki/Q140184830
Q140184841	0	bar pattern	https://www.wikidata.org/wiki/Q140184841
Q140184843	0	body curve	https://www.wikidata.org/wiki/Q140184843
Q140185464	0	conversion tables	https://www.wikidata.org/wiki/Q140185464
Q140185470	0	chromatic aberrations	https://www.wikidata.org/wiki/Q140185470
Q140185479	0	internal reflection	https://www.wikidata.org/wiki/Q140185479
Q140185501	0	achromatic singlet	https://www.wikidata.org/wiki/Q140185501
Q140185513	0	boundary constraint	https://www.wikidata.org/wiki/Q140185513
Q140185524	0	beam splitters	https://www.wikidata.org/wiki/Q140185524
Q140185550	0	refracting surface	https://www.wikidata.org/wiki/Q140185550
Q140185580	0	paraxial ray trace equations	https://www.wikidata.org/wiki/Q140185580
Q140185586	0	back focal length	https://www.wikidata.org/wiki/Q140185586
Q140190456	0	equiconvergence	https://www.wikidata.org/wiki/Q140190456
Q140190470	0	cooled infrared switch-zoom optical system	https://www.wikidata.org/wiki/Q140190470
Q140190906	0	frequency-selective device	https://www.wikidata.org/wiki/Q140190906
Q140190911	0	grating-stretcher	https://www.wikidata.org/wiki/Q140190911
Q140190920	0	gain-material	https://www.wikidata.org/wiki/Q140190920
Q140190923	0	grating-compressor	https://www.wikidata.org/wiki/Q140190923
Q140196434	0	jaw apparatus	https://www.wikidata.org/wiki/Q140196434
Q140198589	0	Sukh Marg Prakash	https://www.wikidata.org/wiki/Q140198589
Q140234106	0		https://www.wikidata.org/wiki/Q140234106
Q140247110	0	Kategori:Australiska basebolltränare	https://www.wikidata.org/wiki/Q140247110
Q140252807	0	ayegbogbo	https://www.wikidata.org/wiki/Q140252807
Q140287133	0	single crystal synthetic diamond	https://www.wikidata.org/wiki/Q140287133
Q140287166	0	living modified organisms	https://www.wikidata.org/wiki/Q140287166
Q140299782	0	Josef Rosenthal	https://www.wikidata.org/wiki/Q140299782
Q140307227	0	Jaiaw Presbyterian Church	https://www.wikidata.org/wiki/Q140307227
Q140320609	0	Stefan Kovačević	https://www.wikidata.org/wiki/Q140320609
Q140320629	0	Slavko Simić	https://www.wikidata.org/wiki/Q140320629
Q140325726	0	Kendyl Berna	https://www.wikidata.org/wiki/Q140325726
Q140372688	0		https://www.wikidata.org/wiki/Q140372688
Q140374005	0	Mahdi Seymari	https://www.wikidata.org/wiki/Q140374005
Q140387227	0	Shira Shapira	https://www.wikidata.org/wiki/Q140387227
Q140420479	0	Category:Inhóspitak	https://www.wikidata.org/wiki/Q140420479
Q140421471	0	Wajih Ayed	https://www.wikidata.org/wiki/Q140421471
Q140439662	0	สมเด็จพระมหาวชิรมุนีวงศ์	https://www.wikidata.org/wiki/Q140439662
Q140446980	0	Template:Arakanese vocabulary dictionary	https://www.wikidata.org/wiki/Q140446980
Q140453964	0	Nightless Night	https://www.wikidata.org/wiki/Q140453964
Q140454635	0		https://www.wikidata.org/wiki/Q140454635
Q140455952	0	Salvatore De Paolis	https://www.wikidata.org/wiki/Q140455952
Q140457621	0		https://www.wikidata.org/wiki/Q140457621
Q140461575	0		https://www.wikidata.org/wiki/Q140461575
Q140462373	0	2026 Prime Minister's Resignation Honours	https://www.wikidata.org/wiki/Q140462373
Q140473300	0	Category:Caves of Oise	https://www.wikidata.org/wiki/Q140473300
Q140474819	0	Abdulaziz Almaawei	https://www.wikidata.org/wiki/Q140474819
Q140479115	0		https://www.wikidata.org/wiki/Q140479115
Q140505038	0	Bafulero	https://www.wikidata.org/wiki/Q140505038
Q140513511	0	Machiel Adrianus van den Hout	https://www.wikidata.org/wiki/Q140513511
Q140530592	0		https://www.wikidata.org/wiki/Q140530592
Q140533768	0	Avia Solutions Ltd	https://www.wikidata.org/wiki/Q140533768
Q140535795	0		https://www.wikidata.org/wiki/Q140535795
Q140562574	0	Kigali Daily News	https://www.wikidata.org/wiki/Q140562574
Q140569937	0	Udono nagaharu	https://www.wikidata.org/wiki/Q140569937
Q140589656	0	Foire Transfrontalière Annuelle de l'Afrique Centrale	https://www.wikidata.org/wiki/Q140589656
Q140591103	0	jabeenz.co.uk	https://www.wikidata.org/wiki/Q140591103
Q140604356	0	rivière lutshima	https://www.wikidata.org/wiki/Q140604356
Q140630718	0	Haj ali	https://www.wikidata.org/wiki/Q140630718
Q140639137	0	Vạn Tường Primary School	https://www.wikidata.org/wiki/Q140639137
Q140639649	0	Mohammad kazemzadeh	https://www.wikidata.org/wiki/Q140639649
Q140640170	0		https://www.wikidata.org/wiki/Q140640170
Q140644738	0	Sarp Karabulut	https://www.wikidata.org/wiki/Q140644738
Q140644992	0	Mangala Bayi Thampuratti	https://www.wikidata.org/wiki/Q140644992
Q140668310	0	Coworking Switzerland	https://www.wikidata.org/wiki/Q140668310
Q140673501	0	ऑप्टिकल ट्रांसीवर: सिद्धांत से सिस्टम तक	https://www.wikidata.org/wiki/Q140673501
Q140674320	0	COWMATA	https://www.wikidata.org/wiki/Q140674320
Q12298939	0	Църква на обединението	https://www.wikidata.org/wiki/Q12298939
Q12299467	0	Ювентус (Малчика)	https://www.wikidata.org/wiki/Q12299467
Q12700979	0	Pokok Meranti Seraya Daun Besar	https://www.wikidata.org/wiki/Q12700979
Q12726132	0	Cutia cu mitralii	https://www.wikidata.org/wiki/Q12726132
Q12786891	0	Cerkvena občina	https://www.wikidata.org/wiki/Q12786891
Q13117773	0	तिरुवनमलै	https://www.wikidata.org/wiki/Q13117773
Q13177959	0	Cabrera Kûn-tó Hái-lio̍k Kok-ka Kong-hn̂g	https://www.wikidata.org/wiki/Q13177959
Q15723098	0	ಹಠವಾದಿ	https://www.wikidata.org/wiki/Q15723098
Q16043957	0	प्रत्यय:	https://www.wikidata.org/wiki/Q16043957
Q16343864	0	మొగల్తూరు సంస్థానం	https://www.wikidata.org/wiki/Q16343864
Q16376362	0	ტეხასის ნავთობი	https://www.wikidata.org/wiki/Q16376362
Q19705385	0	Електронни компоненти	https://www.wikidata.org/wiki/Q19705385
Q19712425	0	सहिद	https://www.wikidata.org/wiki/Q19712425
Q25487865	0	Модальді логика	https://www.wikidata.org/wiki/Q25487865
Q25560090	0	मेटाफिजिक्स	https://www.wikidata.org/wiki/Q25560090
Q25566371	0	ట్రినిడాడ్	https://www.wikidata.org/wiki/Q25566371
Q25577293	0	Кайыпов Сулайман Турдуевич	https://www.wikidata.org/wiki/Q25577293
Q25582312	0	Мушкбуя	https://www.wikidata.org/wiki/Q25582312
Q25584091	0	तंतु-काच	https://www.wikidata.org/wiki/Q25584091
Q25617102	0	Турăш	https://www.wikidata.org/wiki/Q25617102
Q25630323	0	سۆرانی	https://www.wikidata.org/wiki/Q25630323
Q25630330	0	ڕۆژژمێری گریگۆری	https://www.wikidata.org/wiki/Q25630330
Q25630510	0	شەلەم	https://www.wikidata.org/wiki/Q25630510
Q25630548	0	ئالێن گینسبێرگ	https://www.wikidata.org/wiki/Q25630548
Q25630620	0	پەیکەرە ماسولکە	https://www.wikidata.org/wiki/Q25630620
Q25630622	0	لووسە ماسولکە	https://www.wikidata.org/wiki/Q25630622
Q25630625	0	نۆورا، نیو ساوت وێلز	https://www.wikidata.org/wiki/Q25630625
Q25630630	0	دڵە ماسولکە	https://www.wikidata.org/wiki/Q25630630
Q25630631	0	رێبازە ئەدەبیەکان	https://www.wikidata.org/wiki/Q25630631
Q25630632	0	رێبازی ریالیزم	https://www.wikidata.org/wiki/Q25630632
Q25630667	0	ئۆقیانوسی ئارام	https://www.wikidata.org/wiki/Q25630667
Q25630694	0	کوردیی خواروو	https://www.wikidata.org/wiki/Q25630694
Q25637157	0	بنافت	https://www.wikidata.org/wiki/Q25637157
Q25644532	0	Тахинонгæрдæг	https://www.wikidata.org/wiki/Q25644532
Q25667289	0	چی چی نی	https://www.wikidata.org/wiki/Q25667289
Q25671041	0	ལྷ་བྲག་གྲུབ་ཆེན་ནམ་མཁའ་རྒྱལ་མཚན་	https://www.wikidata.org/wiki/Q25671041
Q25675379	0		https://www.wikidata.org/wiki/Q25675379
Q25680952	0	Коми литературалӧн история	https://www.wikidata.org/wiki/Q25680952
Q25696200	0	تارىختا29- سىنتەبىر	https://www.wikidata.org/wiki/Q25696200
Q25706365	0	ແຂວງແພຣ່	https://www.wikidata.org/wiki/Q25706365
Q28652259	0	Renjun	https://www.wikidata.org/wiki/Q28652259
Q31185939	0	Бродар	https://www.wikidata.org/wiki/Q31185939
Q31196758	0	Աբանցյան	https://www.wikidata.org/wiki/Q31196758
Q31275496	0	Straw	https://www.wikidata.org/wiki/Q31275496
Q31310831	0	محمد مدنی اشرفی	https://www.wikidata.org/wiki/Q31310831
Q31321719	0	حلقہ پی پی-6	https://www.wikidata.org/wiki/Q31321719
Q31322674	0	नगेन्द्र	https://www.wikidata.org/wiki/Q31322674
Q31456505	0	Раъйпурсӣ	https://www.wikidata.org/wiki/Q31456505
Q31493124	0	అమ్మా నాన్న	https://www.wikidata.org/wiki/Q31493124
Q31741182	0	टोपणनावानुसार गायक	https://www.wikidata.org/wiki/Q31741182
Q31747671	0	پنجاب سکول تعلیمی بورڈ	https://www.wikidata.org/wiki/Q31747671
Q31748179	0	زکریا خان	https://www.wikidata.org/wiki/Q31748179
Q31748296	0	پسوں پالن	https://www.wikidata.org/wiki/Q31748296
Q31793969	0	ئەلفوبێی ھاوار	https://www.wikidata.org/wiki/Q31793969
Q31793971	0	هێزی ئاسمانی ئیسڕائیل	https://www.wikidata.org/wiki/Q31793971
Q31794209	0	کەمانژەن	https://www.wikidata.org/wiki/Q31794209
Q31794397	0	کچی لوڕ	https://www.wikidata.org/wiki/Q31794397
Q31796742	0	Олноо өргөгдсөн Монгол улсын Засаг захиргааны нэгжүүд	https://www.wikidata.org/wiki/Q31796742
Q31820659	0	انڊو - يورپين ٻوليون	https://www.wikidata.org/wiki/Q31820659
Q31822157	0	Merkezi Aziýanyñ süýsýän çägeleri we olara garsy göres	https://www.wikidata.org/wiki/Q31822157
Q31823122	0	Menydh Karrek	https://www.wikidata.org/wiki/Q31823122
Q31823140	0	Gorsav Goonkoyntrel	https://www.wikidata.org/wiki/Q31823140
Q32132212	0	香港話	https://www.wikidata.org/wiki/Q32132212
Q32134045	0	冇規矩	https://www.wikidata.org/wiki/Q32134045
Q32153565	0	成數	https://www.wikidata.org/wiki/Q32153565
Q32168129	0	小學雞	https://www.wikidata.org/wiki/Q32168129
Q32178286	0	Navvel	https://www.wikidata.org/wiki/Q32178286
