qid,en_label,ja_label,source_lang,source_label,target_lang,prefix,cleaned_input,tokiponized,toki_pona_label,has_tok_label,existing_tok_labels
Q134595591,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595600,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595384,Inari Shrine,稲荷社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595403,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598531,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598548,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598648,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598669,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598674,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598676,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q117044774,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q132125495,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598812,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595506,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598196,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598209,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598394,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598395,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598393,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598408,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598409,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595555,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595568,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q123045098,Inari Shrine,稲荷神社（蓮正寺),id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q124482346,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q124482351,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q124482355,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595704,Inari Shrine,稲荷社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595726,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598827,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598752,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134885959,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134885957,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134885967,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595986,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134595985,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887209,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887214,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887227,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596003,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598569,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887321,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887334,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598371,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598369,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598376,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598377,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598415,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598983,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134602869,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134602895,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134602899,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134602906,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887166,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887182,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887191,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887189,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887197,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886026,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886024,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886029,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886044,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887384,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134885988,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134885997,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886004,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886005,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596585,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887259,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887280,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887281,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q132146060,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596274,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886145,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886151,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886153,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596939,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596943,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596946,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596944,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596967,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596964,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598961,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134602850,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603013,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596977,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596990,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597001,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596346,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596551,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597282,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597283,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886197,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886202,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886210,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604540,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887399,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597019,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597034,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597033,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597045,Inari Shrine,稲荷社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886083,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887291,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887306,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887307,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887311,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887312,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887313,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603158,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603159,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603165,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603175,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603178,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596615,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134596931,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604570,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604569,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604576,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597748,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597779,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597781,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597370,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597381,Inari Shrine,稲生神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597401,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597073,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603340,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603344,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603350,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598130,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604548,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597196,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886278,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886289,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887495,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887492,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887500,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603325,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886378,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886388,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134695730,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134695756,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886166,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886171,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886172,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886420,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603278,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603289,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598066,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598086,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598084,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598111,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598108,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597513,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597528,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603080,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134603247,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597875,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597883,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886228,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886233,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886295,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886324,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886463,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886466,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886471,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886469,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886482,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955924,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955925,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886571,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886586,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957441,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957466,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597791,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597795,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597804,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957364,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604594,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604596,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134604597,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134695697,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134695700,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134695722,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886114,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886112,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886123,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886129,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886530,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886529,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134926940,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134927597,Inari Shrine,稲荷神社 (東浦町),id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886650,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886655,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886671,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886669,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955421,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134695867,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955985,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886597,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886602,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886613,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886620,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597732,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597976,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134598047,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886436,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886444,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886451,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957597,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955488,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955510,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956231,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956416,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955622,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597547,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597582,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597583,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134597585,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956095,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956093,Inari Shrine,稻荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886483,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886503,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886508,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886715,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886738,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955422,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955447,Inari Shrine,稻荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955475,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956263,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957329,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957391,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886683,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886684,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956465,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955940,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
